record_id,relative_path,source_label,model_label,source_dataset,sha256,status,exclusion_reason,canonical_record_id,group_id,group_rule
rec_25708979c73d741b3abd,belly_pain/2208_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,8cc303d1f42d72122fb01853eff2298b55aaba55b1699ef89090090d0592dff4,eligible,,rec_25708979c73d741b3abd,sha256:8cc303d1f42d72122fb01853eff2298b55aaba55b1699ef89090090d0592dff4,exact_content_sha256
rec_020faabb65976146dcf3,belly_pain/2210_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,0730bb9f981a9e71d30c01c4cb8b49dd92462961dba49917b09d4e8259bb267b,eligible,,rec_020faabb65976146dcf3,sha256:0730bb9f981a9e71d30c01c4cb8b49dd92462961dba49917b09d4e8259bb267b,exact_content_sha256
rec_a4059f5ca3482bd507f9,belly_pain/2217_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,7c1f95c509436975d09c4021c6ebec5d9c2c192a3d53325cea5fcf747437d78b,eligible,,rec_a4059f5ca3482bd507f9,sha256:7c1f95c509436975d09c4021c6ebec5d9c2c192a3d53325cea5fcf747437d78b,exact_content_sha256
rec_dc2883d8ee245da07d43,belly_pain/2243_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,48a1acab4344409f504f469f020678d7776f3065a0515c5f8140902692bf45e5,eligible,,rec_dc2883d8ee245da07d43,sha256:48a1acab4344409f504f469f020678d7776f3065a0515c5f8140902692bf45e5,exact_content_sha256
rec_fac87a465c8472b089f6,belly_pain/2250_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,6d6c795a4b310d3d3438e948c6795c7460baa61191db37787333a9c602904bec,eligible,,rec_fac87a465c8472b089f6,sha256:6d6c795a4b310d3d3438e948c6795c7460baa61191db37787333a9c602904bec,exact_content_sha256
rec_dadefbf45bb8caa60b9e,belly_pain/2269_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,e3d51064b0da46833ec954154919933f0d9feeef60173cd3b1f500b356775fa4,eligible,,rec_dadefbf45bb8caa60b9e,sha256:e3d51064b0da46833ec954154919933f0d9feeef60173cd3b1f500b356775fa4,exact_content_sha256
rec_344f2459aa8a88a9964a,belly_pain/228_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,55a378cc729702c1ca8fa02a4d1ec035ac75e01e974dfd651d573876efba6238,eligible,,rec_344f2459aa8a88a9964a,sha256:55a378cc729702c1ca8fa02a4d1ec035ac75e01e974dfd651d573876efba6238,exact_content_sha256
rec_bc25d1ebb8434b66682a,belly_pain/2293_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,ff50650762c3b1d1842ff03588c477ad4443b96d05b8c4e92e688545e5b4b2a6,eligible,,rec_bc25d1ebb8434b66682a,sha256:ff50650762c3b1d1842ff03588c477ad4443b96d05b8c4e92e688545e5b4b2a6,exact_content_sha256
rec_e341b409fa744b48140a,belly_pain/2367_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,e3ce17f21b22673c82f4a63dd7117b0410f98a3745647c7ff5c35cec64ca57d5,eligible,,rec_e341b409fa744b48140a,sha256:e3ce17f21b22673c82f4a63dd7117b0410f98a3745647c7ff5c35cec64ca57d5,exact_content_sha256
rec_bb44d35eb430fb76a58b,belly_pain/2411_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,dad1e844d3e6f9acd4ac35557c87cd49964e03b8b2a5a9f8c614b48da50df915,excluded,reserved_heldout_test_group,rec_bb44d35eb430fb76a58b,sha256:dad1e844d3e6f9acd4ac35557c87cd49964e03b8b2a5a9f8c614b48da50df915,exact_content_sha256
rec_5ff80116edf8ead29096,belly_pain/2520_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,c43e50442ea73a89d717cf22215e31975732dc9e0d676357e21f1625685b5f13,excluded,reserved_heldout_test_group,rec_5ff80116edf8ead29096,sha256:c43e50442ea73a89d717cf22215e31975732dc9e0d676357e21f1625685b5f13,exact_content_sha256
rec_fba775c7ee6d938c4a28,belly_pain/2566_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,5377e15bec247bb4fc99b1fb8b9da60f015ba762d74eeff24cd2f5585862eb51,eligible,,rec_fba775c7ee6d938c4a28,sha256:5377e15bec247bb4fc99b1fb8b9da60f015ba762d74eeff24cd2f5585862eb51,exact_content_sha256
rec_74b947283511c8751b65,belly_pain/2593_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,75f1981944e666889743efa10e8461490c9a40a1b0c600459bfedfdab44ecc12,eligible,,rec_74b947283511c8751b65,sha256:75f1981944e666889743efa10e8461490c9a40a1b0c600459bfedfdab44ecc12,exact_content_sha256
rec_cdb8986fc6e0fa25ec62,belly_pain/2644_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,dac08aca9292c458d761c4609a442799c7b15db598cdbab878fe6ffbe63bf790,eligible,,rec_cdb8986fc6e0fa25ec62,sha256:dac08aca9292c458d761c4609a442799c7b15db598cdbab878fe6ffbe63bf790,exact_content_sha256
rec_7923b3cade105f0c3c70,belly_pain/2651_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,0ea883b38b491020d9ed5473b20e4d3c18724477f44de85ff4b5848720bf92fc,eligible,,rec_7923b3cade105f0c3c70,sha256:0ea883b38b491020d9ed5473b20e4d3c18724477f44de85ff4b5848720bf92fc,exact_content_sha256
rec_cdcf04a52b20c44770ea,belly_pain/2685_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,756ecdaf21d16527f4a6012041e38139a2e5bcb18683be48f09ae2c0530563f1,eligible,,rec_cdcf04a52b20c44770ea,sha256:756ecdaf21d16527f4a6012041e38139a2e5bcb18683be48f09ae2c0530563f1,exact_content_sha256
rec_4fb517e52369af00b8e9,belly_pain/2754_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,8e9447157d5846fe2b14e8c66543d09608082f1bf278cca4861eee5197127cb7,eligible,,rec_4fb517e52369af00b8e9,sha256:8e9447157d5846fe2b14e8c66543d09608082f1bf278cca4861eee5197127cb7,exact_content_sha256
rec_f3c9e9d220dc2e97e90a,belly_pain/2760_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,1d7b10517ef1207ede8aa83b2afbded6e7b52087bc5f8bf069726ecd560fc7d8,eligible,,rec_f3c9e9d220dc2e97e90a,sha256:1d7b10517ef1207ede8aa83b2afbded6e7b52087bc5f8bf069726ecd560fc7d8,exact_content_sha256
rec_cc6172b8bd33735c82c6,belly_pain/2819_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,89965fe85329e6c8975833b357b831c1dc373d042fd3645cf36bc8e396b761c2,eligible,,rec_cc6172b8bd33735c82c6,sha256:89965fe85329e6c8975833b357b831c1dc373d042fd3645cf36bc8e396b761c2,exact_content_sha256
rec_a81034a5fda8f72d3ad1,belly_pain/287_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,01d324d47eabf008e6f40807ae5bb41f9f0afe51b448b147d82cda644d9ff799,eligible,,rec_a81034a5fda8f72d3ad1,sha256:01d324d47eabf008e6f40807ae5bb41f9f0afe51b448b147d82cda644d9ff799,exact_content_sha256
rec_2fbe8d849db8271b15ba,belly_pain/2901_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,ed9bb0cb71db1f7cfcb67d430399311f0e4c30f746ec42673376875fd7e61301,eligible,,rec_2fbe8d849db8271b15ba,sha256:ed9bb0cb71db1f7cfcb67d430399311f0e4c30f746ec42673376875fd7e61301,exact_content_sha256
rec_1b0acd4606aae95bef48,belly_pain/2987_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,88411a1a41bf5d311007d0c5c10d0e3b54fdf7360d6bcbed043399e29139460f,eligible,,rec_1b0acd4606aae95bef48,sha256:88411a1a41bf5d311007d0c5c10d0e3b54fdf7360d6bcbed043399e29139460f,exact_content_sha256
rec_cd6ec618a07ea9574302,belly_pain/2994_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,537d54b6012878a6b36db0b66c473b41b3ca4f8746ef9efc65cf749d82c96ab7,eligible,,rec_cd6ec618a07ea9574302,sha256:537d54b6012878a6b36db0b66c473b41b3ca4f8746ef9efc65cf749d82c96ab7,exact_content_sha256
rec_c7ab84dc1e25a511f089,belly_pain/3054_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,6bc38b9d403174682237bddf276b0324d8012977537635873e41d7e975daab8f,eligible,,rec_c7ab84dc1e25a511f089,sha256:6bc38b9d403174682237bddf276b0324d8012977537635873e41d7e975daab8f,exact_content_sha256
rec_6de25635db4018c640cb,belly_pain/3077_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,b37b8f9289926e302950f01846cdd5eeae945d50ac8962484a112b96d9965136,eligible,,rec_6de25635db4018c640cb,sha256:b37b8f9289926e302950f01846cdd5eeae945d50ac8962484a112b96d9965136,exact_content_sha256
rec_e41629e8492bfc07276b,belly_pain/3151_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,293beabf94de845d2ae87921a7f2a6650437fa8cae1473d65a1c15c47c7eeb6c,eligible,,rec_e41629e8492bfc07276b,sha256:293beabf94de845d2ae87921a7f2a6650437fa8cae1473d65a1c15c47c7eeb6c,exact_content_sha256
rec_df6f22b942b4fbdceea0,belly_pain/318_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,95eed985c356955c07b482e5659cab0643f279898a6991cfaac93754be289e19,eligible,,rec_df6f22b942b4fbdceea0,sha256:95eed985c356955c07b482e5659cab0643f279898a6991cfaac93754be289e19,exact_content_sha256
rec_9516de195d0ec83f4725,belly_pain/3195_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,12a874a78d402677bd05a62326e9310b0d77e378d85c52c8d497825962e99254,eligible,,rec_9516de195d0ec83f4725,sha256:12a874a78d402677bd05a62326e9310b0d77e378d85c52c8d497825962e99254,exact_content_sha256
rec_5e6be8ab7bbd234bfa10,belly_pain/323_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,c4f4a1548a19501b1d751ad9e0d2b6251522cb1de1ce7392a002730db46b8c4d,eligible,,rec_5e6be8ab7bbd234bfa10,sha256:c4f4a1548a19501b1d751ad9e0d2b6251522cb1de1ce7392a002730db46b8c4d,exact_content_sha256
rec_bd2fd049120ea1834eaf,belly_pain/3306_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,ee3d933a7485197a861b93e6d4226eda462161b8d8e1aeba6bd82317ab483eb4,eligible,,rec_bd2fd049120ea1834eaf,sha256:ee3d933a7485197a861b93e6d4226eda462161b8d8e1aeba6bd82317ab483eb4,exact_content_sha256
rec_984c63597c96f9a7a5eb,belly_pain/3319_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,897e10fc891184fea67b55a1d6172c82716c3eded3311b0daf1d890d2ec3585f,eligible,,rec_984c63597c96f9a7a5eb,sha256:897e10fc891184fea67b55a1d6172c82716c3eded3311b0daf1d890d2ec3585f,exact_content_sha256
rec_0ddf3d9b53d6a320397d,belly_pain/3326_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,adcac87f26a49067239153fa1158ad07ba16cc95c27ae12791dd2fec2b1dcc90,eligible,,rec_0ddf3d9b53d6a320397d,sha256:adcac87f26a49067239153fa1158ad07ba16cc95c27ae12791dd2fec2b1dcc90,exact_content_sha256
rec_fdf6fac981d89bd04593,belly_pain/3344_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,360328c4f90bd65406dae9c7ae0a71c505ee02e6c3a8d414ef7d8f7deaeebe9b,eligible,,rec_fdf6fac981d89bd04593,sha256:360328c4f90bd65406dae9c7ae0a71c505ee02e6c3a8d414ef7d8f7deaeebe9b,exact_content_sha256
rec_a5ec4310f567f29fe0e6,belly_pain/3482_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,3c11511aa2aca6cffaf290fbdd2542ea6d350ae044f19f311ba289e0c4b09540,eligible,,rec_a5ec4310f567f29fe0e6,sha256:3c11511aa2aca6cffaf290fbdd2542ea6d350ae044f19f311ba289e0c4b09540,exact_content_sha256
rec_7c9fa2018ccd9fa62207,belly_pain/3492_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,a9314659e80a3b4719bf3055c879d1524c25db0596b6dd32472e04108edb889b,eligible,,rec_7c9fa2018ccd9fa62207,sha256:a9314659e80a3b4719bf3055c879d1524c25db0596b6dd32472e04108edb889b,exact_content_sha256
rec_0c6c903753d565dac519,belly_pain/3505_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,133479c9df3653470edfd7b3a52ff55174ade4b6f027dc9bdd13db51aa982762,eligible,,rec_0c6c903753d565dac519,sha256:133479c9df3653470edfd7b3a52ff55174ade4b6f027dc9bdd13db51aa982762,exact_content_sha256
rec_b52b02478d157dfacee6,belly_pain/3541_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,51dec0650062e417dce26bbc145516b70bec5878a987e8315e8209d35bdf200b,eligible,,rec_b52b02478d157dfacee6,sha256:51dec0650062e417dce26bbc145516b70bec5878a987e8315e8209d35bdf200b,exact_content_sha256
rec_bd03bef6ee0cbaf1d721,belly_pain/3616_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,38af269403eb35e2190602c68f29d1c8b21badf487add598dbeb052b1016c247,eligible,,rec_bd03bef6ee0cbaf1d721,sha256:38af269403eb35e2190602c68f29d1c8b21badf487add598dbeb052b1016c247,exact_content_sha256
rec_d433c8ac12980d0cc901,belly_pain/3619_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,001331b4573eb6615c2ffdd822877fe448c120ad685be39fb2fa7dd3fe8649ce,eligible,,rec_d433c8ac12980d0cc901,sha256:001331b4573eb6615c2ffdd822877fe448c120ad685be39fb2fa7dd3fe8649ce,exact_content_sha256
rec_79635f50527ea9eafe72,belly_pain/3645_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,3c65e1721ff8b6e750a2be2fae8a1400f1edc3108f22f0135b819f3d94238ce9,excluded,reserved_heldout_test_group,rec_79635f50527ea9eafe72,sha256:3c65e1721ff8b6e750a2be2fae8a1400f1edc3108f22f0135b819f3d94238ce9,exact_content_sha256
rec_0c5e583cba7fea6e7572,belly_pain/3688_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,d87db9a818f937ab365fd3d3f2cd1aa2c176dc8013f89f667c2cc28dcbe20948,eligible,,rec_0c5e583cba7fea6e7572,sha256:d87db9a818f937ab365fd3d3f2cd1aa2c176dc8013f89f667c2cc28dcbe20948,exact_content_sha256
rec_2730b77759b8808a6d27,belly_pain/3786_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,5ad24efaebed6b3f809e343af4784b8bad8ba5db04c3291efa282967ee103993,eligible,,rec_2730b77759b8808a6d27,sha256:5ad24efaebed6b3f809e343af4784b8bad8ba5db04c3291efa282967ee103993,exact_content_sha256
rec_b6b66fb3f3de74db9ab8,belly_pain/3825_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,c4dd31085491fcac478954373ed0b61c18481364ceae041793da9518a16b2f64,eligible,,rec_b6b66fb3f3de74db9ab8,sha256:c4dd31085491fcac478954373ed0b61c18481364ceae041793da9518a16b2f64,exact_content_sha256
rec_ab7a13884b2d82c96982,belly_pain/3858_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,5bd3e7b191aee79c9d476556f85443c82a7417ac7baa3a5c60b7366e614bf121,eligible,,rec_ab7a13884b2d82c96982,sha256:5bd3e7b191aee79c9d476556f85443c82a7417ac7baa3a5c60b7366e614bf121,exact_content_sha256
rec_fae98644f14f54a8f0a4,belly_pain/3889_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,56262ce33994c24595d6de80a4084a2ac07fc271fab6fffcb3e6cfc02077a954,eligible,,rec_fae98644f14f54a8f0a4,sha256:56262ce33994c24595d6de80a4084a2ac07fc271fab6fffcb3e6cfc02077a954,exact_content_sha256
rec_371ee7bfce51046d238f,belly_pain/38_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,1cd8767ec0648b45caaf78643983fcc6eb3b293bd4392dc4860bb9d772c990d1,excluded,reserved_heldout_test_group,rec_371ee7bfce51046d238f,sha256:1cd8767ec0648b45caaf78643983fcc6eb3b293bd4392dc4860bb9d772c990d1,exact_content_sha256
rec_d9029df6f0570483478b,belly_pain/393_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,7fc1097a27220b94856281c508b616d41bfb8dd6ad6a0d539b1eb7f3a0370bc1,eligible,,rec_d9029df6f0570483478b,sha256:7fc1097a27220b94856281c508b616d41bfb8dd6ad6a0d539b1eb7f3a0370bc1,exact_content_sha256
rec_bf373fe9b30b0dd92527,belly_pain/407_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,9a73b14851bf3ffd130b212d87f3e12e6e17cae49add029da8053c6f27faeab9,eligible,,rec_bf373fe9b30b0dd92527,sha256:9a73b14851bf3ffd130b212d87f3e12e6e17cae49add029da8053c6f27faeab9,exact_content_sha256
rec_c3629105ce9cd90cfd02,belly_pain/4186_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,755ceb576cd3b8a108b048923e3c5eb915f2cd55aa609144f4cd19a60567f40a,eligible,,rec_c3629105ce9cd90cfd02,sha256:755ceb576cd3b8a108b048923e3c5eb915f2cd55aa609144f4cd19a60567f40a,exact_content_sha256
rec_212b93ff5570b7840e1a,belly_pain/419_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,8211fc9f4a86ac992f108ee8a1c5e4c625c95e4466c9e977011037937c434a46,eligible,,rec_212b93ff5570b7840e1a,sha256:8211fc9f4a86ac992f108ee8a1c5e4c625c95e4466c9e977011037937c434a46,exact_content_sha256
rec_519de6d134c08a715f7a,belly_pain/4437_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,81c71a6b81144ccd5a3e01a5e9299496aaa58cf812e9967f94d386e43536ec20,eligible,,rec_519de6d134c08a715f7a,sha256:81c71a6b81144ccd5a3e01a5e9299496aaa58cf812e9967f94d386e43536ec20,exact_content_sha256
rec_b9167ff33ed6aa5cabea,belly_pain/4452_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,ad37ffb4a0340f29fcd027ef23dcaf57df1f5e84e60aca62382a04203e9cc029,eligible,,rec_b9167ff33ed6aa5cabea,sha256:ad37ffb4a0340f29fcd027ef23dcaf57df1f5e84e60aca62382a04203e9cc029,exact_content_sha256
rec_99c997cbc56d30a6f86a,belly_pain/4463_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,f1b02e2772508dba326d22aebf2cd242a03686fa68f0ba1de57248aaaaa76b5a,eligible,,rec_99c997cbc56d30a6f86a,sha256:f1b02e2772508dba326d22aebf2cd242a03686fa68f0ba1de57248aaaaa76b5a,exact_content_sha256
rec_8edd741f68bb4fc40004,belly_pain/446_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,5bf5cc26e9406e5b90d9b68d47e1b21fa7c98ddea17695ac7585e05a2de1fc95,eligible,,rec_8edd741f68bb4fc40004,sha256:5bf5cc26e9406e5b90d9b68d47e1b21fa7c98ddea17695ac7585e05a2de1fc95,exact_content_sha256
rec_b97b97506a926108c4fb,belly_pain/4511_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,e952316efd6d6b2707ff14e2fac55cc25557f6f5fd73862a67a3da70dbdda1f7,eligible,,rec_b97b97506a926108c4fb,sha256:e952316efd6d6b2707ff14e2fac55cc25557f6f5fd73862a67a3da70dbdda1f7,exact_content_sha256
rec_50da61b23db30480db84,belly_pain/4601_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,9fde7aede32b5320f792a545ddab382f6ff2f83e44d7609fd5c01e44dd8becfa,eligible,,rec_50da61b23db30480db84,sha256:9fde7aede32b5320f792a545ddab382f6ff2f83e44d7609fd5c01e44dd8becfa,exact_content_sha256
rec_774e95ea65e8ccac1202,belly_pain/4684_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,c26b44279431f42c349cf79784dcea6de03cbb0342cde5868894d0f95de82205,eligible,,rec_774e95ea65e8ccac1202,sha256:c26b44279431f42c349cf79784dcea6de03cbb0342cde5868894d0f95de82205,exact_content_sha256
rec_f6e860c75ce7b1ebce05,belly_pain/4711_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,4aefb574b66e26210f7814e88826959577ca75e345ee5a9a40c33961fe62eeb2,eligible,,rec_f6e860c75ce7b1ebce05,sha256:4aefb574b66e26210f7814e88826959577ca75e345ee5a9a40c33961fe62eeb2,exact_content_sha256
rec_81fef69644989c4602c2,belly_pain/4745_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,7861889db8e50bab4200a04da467bd0db6150146587d396922ce2bb78b0bb706,eligible,,rec_81fef69644989c4602c2,sha256:7861889db8e50bab4200a04da467bd0db6150146587d396922ce2bb78b0bb706,exact_content_sha256
rec_9ef4cab50c9a56e3bd9a,belly_pain/4758_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,6abb97ac4d37d03d1277901393045a5f5274608adbefee365cb7a327490e276c,eligible,,rec_9ef4cab50c9a56e3bd9a,sha256:6abb97ac4d37d03d1277901393045a5f5274608adbefee365cb7a327490e276c,exact_content_sha256
rec_9fe218fb42a48370949d,belly_pain/476_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,d2495d4be24b8916b6bb185b111ecebb73084b525668c28bb7d6af9e6b3db559,eligible,,rec_9fe218fb42a48370949d,sha256:d2495d4be24b8916b6bb185b111ecebb73084b525668c28bb7d6af9e6b3db559,exact_content_sha256
rec_4f5f3b672a3334ab6010,belly_pain/4846_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,60149a878668571e284b8b257965d148d23768434d32a330991ba2db7e3b1e3e,eligible,,rec_4f5f3b672a3334ab6010,sha256:60149a878668571e284b8b257965d148d23768434d32a330991ba2db7e3b1e3e,exact_content_sha256
