record_id,filepath,relative_path,label,validation_fold,source_dataset,group_id,group_rule,sha256,splitter_name,split_seed
rec_212b93ff5570b7840e1a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/419_M_eairh.wav,belly_pain/419_M_eairh.wav,belly_pain,1,infantcry_dbl,sha256:8211fc9f4a86ac992f108ee8a1c5e4c625c95e4466c9e977011037937c434a46,exact_content_sha256,8211fc9f4a86ac992f108ee8a1c5e4c625c95e4466c9e977011037937c434a46,StratifiedGroupKFold,42
rec_50da61b23db30480db84,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4601_M_eairh.wav,belly_pain/4601_M_eairh.wav,belly_pain,1,infantcry_dbl,sha256:9fde7aede32b5320f792a545ddab382f6ff2f83e44d7609fd5c01e44dd8becfa,exact_content_sha256,9fde7aede32b5320f792a545ddab382f6ff2f83e44d7609fd5c01e44dd8becfa,StratifiedGroupKFold,42
rec_f6e860c75ce7b1ebce05,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4711_M_eairh.wav,belly_pain/4711_M_eairh.wav,belly_pain,1,infantcry_dbl,sha256:4aefb574b66e26210f7814e88826959577ca75e345ee5a9a40c33961fe62eeb2,exact_content_sha256,4aefb574b66e26210f7814e88826959577ca75e345ee5a9a40c33961fe62eeb2,StratifiedGroupKFold,42
rec_aee0e27f53394dd9463f,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/792_M_eairh.wav,belly_pain/792_M_eairh.wav,belly_pain,1,infantcry_dbl,sha256:738f935361d2f7be5c8546ef3ac0b92bffd51cfd8c61b357d1e7eefe64533207,exact_content_sha256,738f935361d2f7be5c8546ef3ac0b92bffd51cfd8c61b357d1e7eefe64533207,StratifiedGroupKFold,42
rec_3e28c761181c5229dd97,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_11.wav,belly_pain/dunstan-eairh_11.wav,belly_pain,1,infantcry_dbl,sha256:d459aeda7d0acac003df889d79e0a686cb0b60feea7535645033d41d3b2eaed9,exact_content_sha256,d459aeda7d0acac003df889d79e0a686cb0b60feea7535645033d41d3b2eaed9,StratifiedGroupKFold,42
rec_bc38ab67adac26f034e8,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_13.wav,belly_pain/dunstan-eairh_13.wav,belly_pain,1,infantcry_dbl,sha256:531199248551ecacbd79c1e9d0bf08bb29ceff42f6aba4a21120d8d45ee433d8,exact_content_sha256,531199248551ecacbd79c1e9d0bf08bb29ceff42f6aba4a21120d8d45ee433d8,StratifiedGroupKFold,42
rec_886741e63dcc59e4d15d,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_2.wav,belly_pain/dunstan-eairh_2.wav,belly_pain,1,infantcry_dbl,sha256:25f1e26744ef82ed08155d85bcfef388e18abb2761bf5ac65e793a8ac751e8e4,exact_content_sha256,25f1e26744ef82ed08155d85bcfef388e18abb2761bf5ac65e793a8ac751e8e4,StratifiedGroupKFold,42
rec_6f6b4910a46d0f5c9466,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_29.wav,belly_pain/dunstan-eairh_29.wav,belly_pain,1,infantcry_dbl,sha256:e44b9fc6ecf405f8ab3ca7aa5c691143ddbd967800c062adaeeed7ae11642588,exact_content_sha256,e44b9fc6ecf405f8ab3ca7aa5c691143ddbd967800c062adaeeed7ae11642588,StratifiedGroupKFold,42
rec_50282cf393ad274e3952,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_32.wav,belly_pain/dunstan-eairh_32.wav,belly_pain,1,infantcry_dbl,sha256:3c2a0ccc5644543ae05197a155c60d2131356eb9a9a40cfd8396fa6618394a45,exact_content_sha256,3c2a0ccc5644543ae05197a155c60d2131356eb9a9a40cfd8396fa6618394a45,StratifiedGroupKFold,42
rec_38916b588bfc277e0233,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_34.wav,belly_pain/dunstan-eairh_34.wav,belly_pain,1,infantcry_dbl,sha256:a79e79453842b7491c0ec793e4bfe32ddf2796404fd2b2ae15b5811375ac25e2,exact_content_sha256,a79e79453842b7491c0ec793e4bfe32ddf2796404fd2b2ae15b5811375ac25e2,StratifiedGroupKFold,42
rec_917b2809b108d84393e1,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_37.wav,belly_pain/dunstan-eairh_37.wav,belly_pain,1,infantcry_dbl,sha256:caa05b68e4398b392e93318279ed291d5e98ba1a643d33bf8fd280786153e9d8,exact_content_sha256,caa05b68e4398b392e93318279ed291d5e98ba1a643d33bf8fd280786153e9d8,StratifiedGroupKFold,42
rec_0213f75c14f4849c2a83,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_41.wav,belly_pain/dunstan-eairh_41.wav,belly_pain,1,infantcry_dbl,sha256:2bf1cb1c9014983a5943ebaa89403ffee8c77ddf008d8a37808b8e93e38ab7aa,exact_content_sha256,2bf1cb1c9014983a5943ebaa89403ffee8c77ddf008d8a37808b8e93e38ab7aa,StratifiedGroupKFold,42
rec_e6d5a53ef5c2a42cae1f,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_59.wav,belly_pain/dunstan-eairh_59.wav,belly_pain,1,infantcry_dbl,sha256:105bbf74d33a2c7a9b7ecff93a0335ca785aa31aea0c2c322815ffcefd1bfda4,exact_content_sha256,105bbf74d33a2c7a9b7ecff93a0335ca785aa31aea0c2c322815ffcefd1bfda4,StratifiedGroupKFold,42
rec_5e12d4152f25c8285f27,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/000543_M_heh.wav,burping/000543_M_heh.wav,burping,1,infantcry_dbl,sha256:a93f0447a59e9c48a424f88454cd316bcfd5ac540a1e396b6d0dc1d53aed6cc3,exact_content_sha256,a93f0447a59e9c48a424f88454cd316bcfd5ac540a1e396b6d0dc1d53aed6cc3,StratifiedGroupKFold,42
rec_3c97921405d8a84e3340,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/109_F_eh.wav,burping/109_F_eh.wav,burping,1,infantcry_dbl,sha256:9a255f7f775bcf9e0d9ae71680ac6f4d0ea8d5850be6840bba2014236a26ae88,exact_content_sha256,9a255f7f775bcf9e0d9ae71680ac6f4d0ea8d5850be6840bba2014236a26ae88,StratifiedGroupKFold,42
rec_c1b61b57a04c76f19527,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1246_M_eh.wav,burping/1246_M_eh.wav,burping,1,infantcry_dbl,sha256:32620368c68b955f167e134faecbdb6fad366acb02fb95b1d6ef2bc7121b8ab8,exact_content_sha256,32620368c68b955f167e134faecbdb6fad366acb02fb95b1d6ef2bc7121b8ab8,StratifiedGroupKFold,42
rec_d09abe4d0ed175d6bc7b,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1404_F_eh.wav,burping/1404_F_eh.wav,burping,1,infantcry_dbl,sha256:de06e0e73d61344d19f59f297fe1f8d97a3e89656616c4c61cd21b101bccdf3a,exact_content_sha256,de06e0e73d61344d19f59f297fe1f8d97a3e89656616c4c61cd21b101bccdf3a,StratifiedGroupKFold,42
rec_85edc8f84763e4037032,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1679_F_eh.wav,burping/1679_F_eh.wav,burping,1,infantcry_dbl,sha256:f0858a4710608ee21bdc743b4e403bbb1032ff518b0f5e8671976beeee31978a,exact_content_sha256,f0858a4710608ee21bdc743b4e403bbb1032ff518b0f5e8671976beeee31978a,StratifiedGroupKFold,42
rec_cbd1060a831248d1b42f,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1862_M_eh.wav,burping/1862_M_eh.wav,burping,1,infantcry_dbl,sha256:282fe1c4dbc0d500b391f2022850cc04a64e9614f6104d860626197b3df33496,exact_content_sha256,282fe1c4dbc0d500b391f2022850cc04a64e9614f6104d860626197b3df33496,StratifiedGroupKFold,42
rec_858f3231bf9c42fefa83,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1882_M_eh.wav,burping/1882_M_eh.wav,burping,1,infantcry_dbl,sha256:e086f5077ce6abcd270a73a3060047644f8a4500778f77bc719bdfd0e17a22b4,exact_content_sha256,e086f5077ce6abcd270a73a3060047644f8a4500778f77bc719bdfd0e17a22b4,StratifiedGroupKFold,42
rec_8c0c8f04ded4a4ce7a12,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/1999_M_eh.wav,burping/1999_M_eh.wav,burping,1,infantcry_dbl,sha256:17d622c4e5a1da5ecc39b38f3d9d7163b5f0fc8b0b710713023c5fe21a6c4f69,exact_content_sha256,17d622c4e5a1da5ecc39b38f3d9d7163b5f0fc8b0b710713023c5fe21a6c4f69,StratifiedGroupKFold,42
rec_1ea791cff25abaff0941,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2111_M_eh.wav,burping/2111_M_eh.wav,burping,1,infantcry_dbl,sha256:42b3c99738a7b6b4d183c2549208be43783f4ce2d51d97a2905d09c7bc26109b,exact_content_sha256,42b3c99738a7b6b4d183c2549208be43783f4ce2d51d97a2905d09c7bc26109b,StratifiedGroupKFold,42
rec_76c476f521e31ec4c31a,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2203_F_eh.wav,burping/2203_F_eh.wav,burping,1,infantcry_dbl,sha256:d64a00b82f94c6a58db89df52afabe99d9464019ba00dc276a690ef602e8eb54,exact_content_sha256,d64a00b82f94c6a58db89df52afabe99d9464019ba00dc276a690ef602e8eb54,StratifiedGroupKFold,42
rec_8b38bc4b5e01d884ed1b,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2238_M_eh.wav,burping/2238_M_eh.wav,burping,1,infantcry_dbl,sha256:b87e139436c0eb03cd43672545be3d0eeebe46deee7e6ac650ae61eb0f3e5ccd,exact_content_sha256,b87e139436c0eb03cd43672545be3d0eeebe46deee7e6ac650ae61eb0f3e5ccd,StratifiedGroupKFold,42
rec_c6008b28a57b1ad0c4a6,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2312_M_eh.wav,burping/2312_M_eh.wav,burping,1,infantcry_dbl,sha256:0d38c77367ca0f79b5f49e61e5d489bf6222a8c87f4566e73cb4e02842a229b0,exact_content_sha256,0d38c77367ca0f79b5f49e61e5d489bf6222a8c87f4566e73cb4e02842a229b0,StratifiedGroupKFold,42
rec_d88b00f668e179d44ac0,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2546_F_eh.wav,burping/2546_F_eh.wav,burping,1,infantcry_dbl,sha256:61dd2cb82540b9b2513b4379f7d2516de4f51110632d5855e8d999f70b5190f0,exact_content_sha256,61dd2cb82540b9b2513b4379f7d2516de4f51110632d5855e8d999f70b5190f0,StratifiedGroupKFold,42
rec_8c5fd3a4d20e6ed75f42,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2870_F_eh.wav,burping/2870_F_eh.wav,burping,1,infantcry_dbl,sha256:67fa7fec88c379c6f8ebbddefec94fdccc544916b4d7fdcd6673dcf955b107c5,exact_content_sha256,67fa7fec88c379c6f8ebbddefec94fdccc544916b4d7fdcd6673dcf955b107c5,StratifiedGroupKFold,42
rec_01751ebd954ebf0cc37a,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2911_M_eh.wav,burping/2911_M_eh.wav,burping,1,infantcry_dbl,sha256:185edc43888dd0832008614d4105f47f7a19d0605d8384836fe98fdc31f936d1,exact_content_sha256,185edc43888dd0832008614d4105f47f7a19d0605d8384836fe98fdc31f936d1,StratifiedGroupKFold,42
rec_8f1e43e0b3db4c9b7bd1,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/3009_M_eh.wav,burping/3009_M_eh.wav,burping,1,infantcry_dbl,sha256:cf76f1358904d0c6fcdd8f1dbf083a23988ad4701e706a5291e7355e3b6c34f5,exact_content_sha256,cf76f1358904d0c6fcdd8f1dbf083a23988ad4701e706a5291e7355e3b6c34f5,StratifiedGroupKFold,42
rec_9f874a669b1439b8ba43,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/335_M_eh.wav,burping/335_M_eh.wav,burping,1,infantcry_dbl,sha256:0f86a21f1db9652aa354bb7ef030679964c7ae9e969c2c37259f58e238cbfab8,exact_content_sha256,0f86a21f1db9652aa354bb7ef030679964c7ae9e969c2c37259f58e238cbfab8,StratifiedGroupKFold,42
rec_02ded2dafd9c65710523,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/3414_M_eh.wav,burping/3414_M_eh.wav,burping,1,infantcry_dbl,sha256:ef935196a5d5c3888adcc945bc943a1aa5a90f1b5d7b937c5033707fbffe3c99,exact_content_sha256,ef935196a5d5c3888adcc945bc943a1aa5a90f1b5d7b937c5033707fbffe3c99,StratifiedGroupKFold,42
rec_b1a98f3097eab9df6ff7,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/3608_M_eh.wav,burping/3608_M_eh.wav,burping,1,infantcry_dbl,sha256:ee894204f7406470c987675ccce2c3198a8656650a489251c6fde2581e656407,exact_content_sha256,ee894204f7406470c987675ccce2c3198a8656650a489251c6fde2581e656407,StratifiedGroupKFold,42
rec_3b0dbc0e1235864017ad,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/3731_M_eh.wav,burping/3731_M_eh.wav,burping,1,infantcry_dbl,sha256:54cf23478385684edb55accc5ab28619920026a6ee9f5a371a29c7f8eeeb7473,exact_content_sha256,54cf23478385684edb55accc5ab28619920026a6ee9f5a371a29c7f8eeeb7473,StratifiedGroupKFold,42
rec_af793bcc7a84612776fa,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/3777_M_eh.wav,burping/3777_M_eh.wav,burping,1,infantcry_dbl,sha256:6f3b48b39988f145c4696c6b9758225720c28d11848a234638dd4f0c4717ecc0,exact_content_sha256,6f3b48b39988f145c4696c6b9758225720c28d11848a234638dd4f0c4717ecc0,StratifiedGroupKFold,42
rec_f951c9cb890a00ed11b1,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/383_M_eh.wav,burping/383_M_eh.wav,burping,1,infantcry_dbl,sha256:57dd854f9d7733ffa633b4d726e8222662b53a62e7bb05e601b0aeac8b50ac5e,exact_content_sha256,57dd854f9d7733ffa633b4d726e8222662b53a62e7bb05e601b0aeac8b50ac5e,StratifiedGroupKFold,42
rec_5a2f75276513a19a7ebb,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4216_M_eh.wav,burping/4216_M_eh.wav,burping,1,infantcry_dbl,sha256:90cc1a9dbc30fb4f2e5bd586e1108e3fea89a02d916aa67b1c50dc2d5af9695d,exact_content_sha256,90cc1a9dbc30fb4f2e5bd586e1108e3fea89a02d916aa67b1c50dc2d5af9695d,StratifiedGroupKFold,42
rec_0c8740c205058cc13c73,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4473_M_eh.wav,burping/4473_M_eh.wav,burping,1,infantcry_dbl,sha256:00a8ffe6b4c08d777dac4a273caa8458a7b27d01828900e0620113b24ed3518c,exact_content_sha256,00a8ffe6b4c08d777dac4a273caa8458a7b27d01828900e0620113b24ed3518c,StratifiedGroupKFold,42
rec_296b5aff467704fad7f9,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4544_F_eh.wav,burping/4544_F_eh.wav,burping,1,infantcry_dbl,sha256:0b10cd11e25c980a17471c434438223bce5b488819c1911c0af25415a061e3f7,exact_content_sha256,0b10cd11e25c980a17471c434438223bce5b488819c1911c0af25415a061e3f7,StratifiedGroupKFold,42
rec_bdbf83ffad21ba24d2b2,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4698_M_eh.wav,burping/4698_M_eh.wav,burping,1,infantcry_dbl,sha256:155f3be11f7782f83fb7fb80f0cc8a587578f7d1f3064e337c2b3bcf584bc438,exact_content_sha256,155f3be11f7782f83fb7fb80f0cc8a587578f7d1f3064e337c2b3bcf584bc438,StratifiedGroupKFold,42
rec_ff477dacfaa3059546f6,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4846_M_eh.wav,burping/4846_M_eh.wav,burping,1,infantcry_dbl,sha256:5f66982110bb24eafb98ede59e332895a433db72cb7c421b5e2bd602c4786c2b,exact_content_sha256,5f66982110bb24eafb98ede59e332895a433db72cb7c421b5e2bd602c4786c2b,StratifiedGroupKFold,42
rec_dc82cc7fca4fce70a058,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/4894_M_eh.wav,burping/4894_M_eh.wav,burping,1,infantcry_dbl,sha256:1f38fa7b6780513ee0cfdb905a58cb8f684e6ce03363baa799af2f7f3ae33bc5,exact_content_sha256,1f38fa7b6780513ee0cfdb905a58cb8f684e6ce03363baa799af2f7f3ae33bc5,StratifiedGroupKFold,42
rec_6bfb452e0fb288f7e4b1,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/915_F_eh.wav,burping/915_F_eh.wav,burping,1,infantcry_dbl,sha256:b05ce357bf654d5a0f2cfc8a438b56a79d0a3b2349c07440fe0bc42683d31b6d,exact_content_sha256,b05ce357bf654d5a0f2cfc8a438b56a79d0a3b2349c07440fe0bc42683d31b6d,StratifiedGroupKFold,42
rec_68fb76bcaf4df28e1d35,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/dunstan-eh_29.wav,burping/dunstan-eh_29.wav,burping,1,infantcry_dbl,sha256:b9d8f7192623004bc826cbd5966f70e05261eaa1f05e9853e970b6172eeca0f9,exact_content_sha256,b9d8f7192623004bc826cbd5966f70e05261eaa1f05e9853e970b6172eeca0f9,StratifiedGroupKFold,42
rec_410db454b737f8edd207,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/dunstan-eh_36.wav,burping/dunstan-eh_36.wav,burping,1,infantcry_dbl,sha256:9812e508db07bc445f2a3931ff819cdebb0bee9ec8c30a37894438bf961922dc,exact_content_sha256,9812e508db07bc445f2a3931ff819cdebb0bee9ec8c30a37894438bf961922dc,StratifiedGroupKFold,42
rec_829c72de849282995758,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/dunstan-eh_68.wav,burping/dunstan-eh_68.wav,burping,1,infantcry_dbl,sha256:11a10a6d60666d73852caa5b054cdc9ad8e0e53c5674409b3e50dc48fb09b8a7,exact_content_sha256,11a10a6d60666d73852caa5b054cdc9ad8e0e53c5674409b3e50dc48fb09b8a7,StratifiedGroupKFold,42
rec_c30ffcebec910157af48,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/1196_M_heh.wav,discomfort/1196_M_heh.wav,discomfort,1,infantcry_dbl,sha256:8829b26bdcad95788504ca21b9a88e997c052de4dc569adf94b834f72e75c9c3,exact_content_sha256,8829b26bdcad95788504ca21b9a88e997c052de4dc569adf94b834f72e75c9c3,StratifiedGroupKFold,42
rec_535c552a0776b718850f,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/1266_M_heh.wav,discomfort/1266_M_heh.wav,discomfort,1,infantcry_dbl,sha256:4de53b96c3e650367c41444167d23f140af9e239fd1daa3b9ca868a77eaf15f3,exact_content_sha256,4de53b96c3e650367c41444167d23f140af9e239fd1daa3b9ca868a77eaf15f3,StratifiedGroupKFold,42
rec_02ea82f3316cb050f905,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/1826_F_heh.wav,discomfort/1826_F_heh.wav,discomfort,1,infantcry_dbl,sha256:fc0ddf97ccc9a120820e478d0ee49381d6c73521b7d51be3c4a13469505ba2b8,exact_content_sha256,fc0ddf97ccc9a120820e478d0ee49381d6c73521b7d51be3c4a13469505ba2b8,StratifiedGroupKFold,42
rec_aafac0f86f7d823eb681,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/2856_M_heh.wav,discomfort/2856_M_heh.wav,discomfort,1,infantcry_dbl,sha256:cdc6b19e4e2c5240563ed06e6895bd1503b81c33f5681a20732f3cdee5a32dd4,exact_content_sha256,cdc6b19e4e2c5240563ed06e6895bd1503b81c33f5681a20732f3cdee5a32dd4,StratifiedGroupKFold,42
rec_158ce180cdd2526ffa91,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/2895_M_heh.wav,discomfort/2895_M_heh.wav,discomfort,1,infantcry_dbl,sha256:954c7460c51155a5002d4efa106f64ad792f0e3301a1f7c648957bfee9c4a246,exact_content_sha256,954c7460c51155a5002d4efa106f64ad792f0e3301a1f7c648957bfee9c4a246,StratifiedGroupKFold,42
rec_a6c2687f77e0cf79aef3,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/3175_F_heh.wav,discomfort/3175_F_heh.wav,discomfort,1,infantcry_dbl,sha256:fabe986975f82fd9c521d501a117cc3847905fc94d671be383141bdc06c2ada5,exact_content_sha256,fabe986975f82fd9c521d501a117cc3847905fc94d671be383141bdc06c2ada5,StratifiedGroupKFold,42
rec_6eb0928d100be618ab76,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/3451_M_heh.wav,discomfort/3451_M_heh.wav,discomfort,1,infantcry_dbl,sha256:12725836d5e341efddb228c72d6c2de2003c36bac4f5046a7ce58189cc9d1815,exact_content_sha256,12725836d5e341efddb228c72d6c2de2003c36bac4f5046a7ce58189cc9d1815,StratifiedGroupKFold,42
rec_542e505927d446598565,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/3815_F_heh.wav,discomfort/3815_F_heh.wav,discomfort,1,infantcry_dbl,sha256:c973a8f3fb5306b502e6466a974ed76fb33ec00f1adcc37cf482b2c083905fe3,exact_content_sha256,c973a8f3fb5306b502e6466a974ed76fb33ec00f1adcc37cf482b2c083905fe3,StratifiedGroupKFold,42
rec_f4d28e0fc9542a590b34,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/3844_M_heh.wav,discomfort/3844_M_heh.wav,discomfort,1,infantcry_dbl,sha256:657b32af5cf1a5e1bc960bf6d3a64bdc49c4ca3e2c482e8d71d9ef755f4cfbab,exact_content_sha256,657b32af5cf1a5e1bc960bf6d3a64bdc49c4ca3e2c482e8d71d9ef755f4cfbab,StratifiedGroupKFold,42
rec_8e8cba3c6a2d7b965e01,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/4203_M_heh.wav,discomfort/4203_M_heh.wav,discomfort,1,infantcry_dbl,sha256:ae269682a93c68792187ee79296f17a3ed5158bb641ee5d377bb2d61ce909d2b,exact_content_sha256,ae269682a93c68792187ee79296f17a3ed5158bb641ee5d377bb2d61ce909d2b,StratifiedGroupKFold,42
rec_f764034287a4370b136d,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/4290_F_heh.wav,discomfort/4290_F_heh.wav,discomfort,1,infantcry_dbl,sha256:6496fc0d9fae508a5a354ecc133300bbc084c595ab186bfdbcccbb18643fa6c8,exact_content_sha256,6496fc0d9fae508a5a354ecc133300bbc084c595ab186bfdbcccbb18643fa6c8,StratifiedGroupKFold,42
rec_9bd40eced9885796e2fa,/mnt/d/INFANT CRY/data_set_dbl_split/train/discomfort/4424_F_heh.wav,discomfort/4424_F_heh.wav,discomfort,1,infantcry_dbl,sha256:2175d95aa0ff4baa4ef2dec20dc9d2cbd1b8e384f866bc26b67f5739475733e8,exact_content_sha256,2175d95aa0ff4baa4ef2dec20dc9d2cbd1b8e384f866bc26b67f5739475733e8,StratifiedGroupKFold,42
