record_id,relative_path,source_label,model_label,source_dataset,sha256,status,exclusion_reason,canonical_record_id,group_id,group_rule
rec_8c1cc2504786b1a0a31e,belly_pain/271_F_eairh.wav,belly_pain,baby,infantcry_dbl,fe13c4fcc5d6d2adf720f3d304a0b0d763ddadb0c5e02ccd7532488122c2d615,eligible,,rec_8c1cc2504786b1a0a31e,infant_sha256:fe13c4fcc5d6d2adf720f3d304a0b0d763ddadb0c5e02ccd7532488122c2d615,exact_content_sha256
rec_e4e2dee4ab106dd6cdee,belly_pain/2736_M_eairh.wav,belly_pain,baby,infantcry_dbl,774aaa7bf3e4d37e8775bf928b6dc2bb1e4926711d91c24b338e5fb1ded301d7,eligible,,rec_e4e2dee4ab106dd6cdee,infant_sha256:774aaa7bf3e4d37e8775bf928b6dc2bb1e4926711d91c24b338e5fb1ded301d7,exact_content_sha256
rec_5cc7b47a017657020f7b,belly_pain/3048_M_eairh.wav,belly_pain,baby,infantcry_dbl,bc131c120020e9884f13e29050fa8c79b801c1131fcdee07bfbb40e601354a53,eligible,,rec_5cc7b47a017657020f7b,infant_sha256:bc131c120020e9884f13e29050fa8c79b801c1131fcdee07bfbb40e601354a53,exact_content_sha256
rec_632307fce7681c897669,belly_pain/305_M_eairh.wav,belly_pain,baby,infantcry_dbl,8957d3325b1a4050fec11c4b0d920f2b8c49e1c8e0ffe8586750f5fee51ca589,eligible,,rec_632307fce7681c897669,infant_sha256:8957d3325b1a4050fec11c4b0d920f2b8c49e1c8e0ffe8586750f5fee51ca589,exact_content_sha256
rec_05d31e9992b4ca0d1f40,belly_pain/3289_M_eairh.wav,belly_pain,baby,infantcry_dbl,88673c2bb45e95a94e01063ab6a7ab10a3a29cda2d7e8e01de647553179cad81,eligible,,rec_05d31e9992b4ca0d1f40,infant_sha256:88673c2bb45e95a94e01063ab6a7ab10a3a29cda2d7e8e01de647553179cad81,exact_content_sha256
rec_ceea7b015d5261a84406,belly_pain/3350_M_eairh.wav,belly_pain,baby,infantcry_dbl,0405cfb43514c38e58e681b0c55e1465552eb368b7dc3106703353f3a15a743a,eligible,,rec_ceea7b015d5261a84406,infant_sha256:0405cfb43514c38e58e681b0c55e1465552eb368b7dc3106703353f3a15a743a,exact_content_sha256
rec_d317fc7e896941301794,belly_pain/3533_M_eairh.wav,belly_pain,baby,infantcry_dbl,143a28761a9e0b6065bba3ea19be19d16337acb525d09aad3196051485461a5d,eligible,,rec_d317fc7e896941301794,infant_sha256:143a28761a9e0b6065bba3ea19be19d16337acb525d09aad3196051485461a5d,exact_content_sha256
rec_a5b26de387718e3b46d5,belly_pain/3723_M_eairh.wav,belly_pain,baby,infantcry_dbl,8955e80bb4aac34da5bf8dafda65ca4d07ca5c17d7da7f2491dc56acea415dd3,eligible,,rec_a5b26de387718e3b46d5,infant_sha256:8955e80bb4aac34da5bf8dafda65ca4d07ca5c17d7da7f2491dc56acea415dd3,exact_content_sha256
rec_ddd48266409e05de5a7a,belly_pain/3735_M_eairh.wav,belly_pain,baby,infantcry_dbl,e34ba6007660b677c2bc2519585bff42f5028491f5446f7a937227b832a9f124,eligible,,rec_ddd48266409e05de5a7a,infant_sha256:e34ba6007660b677c2bc2519585bff42f5028491f5446f7a937227b832a9f124,exact_content_sha256
rec_2b0925458caaffe83ff7,belly_pain/4005_M_eairh.wav,belly_pain,baby,infantcry_dbl,672e534f0f4cad7658d844d6e6fd96d9a5efe879262555475337cdfa4480afc1,eligible,,rec_2b0925458caaffe83ff7,infant_sha256:672e534f0f4cad7658d844d6e6fd96d9a5efe879262555475337cdfa4480afc1,exact_content_sha256
rec_98f2da928ac3f3cdd97e,belly_pain/4535_F_eairh.wav,belly_pain,baby,infantcry_dbl,aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,eligible,,rec_98f2da928ac3f3cdd97e,infant_sha256:aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,exact_content_sha256
rec_17e5a897dd99e6fc6e3b,belly_pain/4579_M_eairh.wav,belly_pain,baby,infantcry_dbl,3f9d493d1d866e6da33a474ab5678a7dbf09f1504c2d6d23d75377a7e166430a,eligible,,rec_17e5a897dd99e6fc6e3b,infant_sha256:3f9d493d1d866e6da33a474ab5678a7dbf09f1504c2d6d23d75377a7e166430a,exact_content_sha256
rec_158ab09ffc58282591d5,belly_pain/4686_M_eairh.wav,belly_pain,baby,infantcry_dbl,4f1ddf5da3587d60d3cb7c84f525bcd1388a2e87090419d1fc8fbaaefedab53c,eligible,,rec_158ab09ffc58282591d5,infant_sha256:4f1ddf5da3587d60d3cb7c84f525bcd1388a2e87090419d1fc8fbaaefedab53c,exact_content_sha256
rec_6ec2f78f8a6c77bfa945,belly_pain/48105_M_eairh.wav,belly_pain,baby,infantcry_dbl,aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,excluded,same_label_exact_duplicate,rec_98f2da928ac3f3cdd97e,,
rec_c38066e958aa927bbbf4,belly_pain/dunstan-eairh_10.wav,belly_pain,baby,infantcry_dbl,4cf4991f64fa0115e5d3dd6a9e6dbac29fbac9442e8e2868fd933acf5e9ab86b,eligible,,rec_c38066e958aa927bbbf4,infant_sha256:4cf4991f64fa0115e5d3dd6a9e6dbac29fbac9442e8e2868fd933acf5e9ab86b,exact_content_sha256
rec_539f19d444ff29e15496,belly_pain/dunstan-eairh_15.wav,belly_pain,baby,infantcry_dbl,1cd8767ec0648b45caaf78643983fcc6eb3b293bd4392dc4860bb9d772c990d1,eligible,,rec_539f19d444ff29e15496,infant_sha256:1cd8767ec0648b45caaf78643983fcc6eb3b293bd4392dc4860bb9d772c990d1,exact_content_sha256
rec_381f56e3432ea08e0e3d,belly_pain/dunstan-eairh_25.wav,belly_pain,baby,infantcry_dbl,ed0f262f68c4800cbaf88098bef4e1559e316f930997fda4b5dc46426d0d56e1,eligible,,rec_381f56e3432ea08e0e3d,infant_sha256:ed0f262f68c4800cbaf88098bef4e1559e316f930997fda4b5dc46426d0d56e1,exact_content_sha256
rec_8316933cafa5df147521,belly_pain/dunstan-eairh_26.wav,belly_pain,baby,infantcry_dbl,dad1e844d3e6f9acd4ac35557c87cd49964e03b8b2a5a9f8c614b48da50df915,eligible,,rec_8316933cafa5df147521,infant_sha256:dad1e844d3e6f9acd4ac35557c87cd49964e03b8b2a5a9f8c614b48da50df915,exact_content_sha256
rec_cfc236b91df8e7dc4cee,belly_pain/dunstan-eairh_35.wav,belly_pain,baby,infantcry_dbl,3c65e1721ff8b6e750a2be2fae8a1400f1edc3108f22f0135b819f3d94238ce9,eligible,,rec_cfc236b91df8e7dc4cee,infant_sha256:3c65e1721ff8b6e750a2be2fae8a1400f1edc3108f22f0135b819f3d94238ce9,exact_content_sha256
rec_65edfb8e324e21e2b449,belly_pain/dunstan-eairh_45.wav,belly_pain,baby,infantcry_dbl,6e40cfe5078616db205ceeb62f3f2894ddd8dbe7e84b29c3fc0b186d425de7c4,eligible,,rec_65edfb8e324e21e2b449,infant_sha256:6e40cfe5078616db205ceeb62f3f2894ddd8dbe7e84b29c3fc0b186d425de7c4,exact_content_sha256
rec_1dace180cfbbac82776f,belly_pain/dunstan-eairh_46.wav,belly_pain,baby,infantcry_dbl,c3827057b2cd43f82f99829f883018af347ae437afdf65466e0f6e5fc9945c24,eligible,,rec_1dace180cfbbac82776f,infant_sha256:c3827057b2cd43f82f99829f883018af347ae437afdf65466e0f6e5fc9945c24,exact_content_sha256
rec_e1f66113d6badadbde11,belly_pain/dunstan-eairh_54.wav,belly_pain,baby,infantcry_dbl,c43e50442ea73a89d717cf22215e31975732dc9e0d676357e21f1625685b5f13,eligible,,rec_e1f66113d6badadbde11,infant_sha256:c43e50442ea73a89d717cf22215e31975732dc9e0d676357e21f1625685b5f13,exact_content_sha256
rec_1a50be704621c149dd1c,belly_pain/dunstan-eairh_55.wav,belly_pain,baby,infantcry_dbl,49b5cdc127fa55749887fbce07e71d8966275ce3f01eeb0a51d882e929c3d63b,eligible,,rec_1a50be704621c149dd1c,infant_sha256:49b5cdc127fa55749887fbce07e71d8966275ce3f01eeb0a51d882e929c3d63b,exact_content_sha256
rec_41cbcaed2c4296bd8ab6,burping/1007_M_eh.wav,burping,baby,infantcry_dbl,d8f334a90fabaad3280a98dc1bf73d8bc890bcb8892fc0f762bb7abd9ba6ae8a,eligible,,rec_41cbcaed2c4296bd8ab6,infant_sha256:d8f334a90fabaad3280a98dc1bf73d8bc890bcb8892fc0f762bb7abd9ba6ae8a,exact_content_sha256
rec_f3fa2bae34ee0cfc4ff0,burping/1048_M_eh.wav,burping,baby,infantcry_dbl,26338aeb04168532af2f09e41387cf95d691fccbd96aadefdf334ff98f982753,eligible,,rec_f3fa2bae34ee0cfc4ff0,infant_sha256:26338aeb04168532af2f09e41387cf95d691fccbd96aadefdf334ff98f982753,exact_content_sha256
rec_0544ae1ff385d0ed7a9a,burping/1073_M_eh.wav,burping,baby,infantcry_dbl,a06b68bb978571c84336a4dbbbc96c2e7d93b05cc43a2e0f9fd5fee49b3ed863,eligible,,rec_0544ae1ff385d0ed7a9a,infant_sha256:a06b68bb978571c84336a4dbbbc96c2e7d93b05cc43a2e0f9fd5fee49b3ed863,exact_content_sha256
rec_8828d87eeeff6a186788,burping/107_M_eh.wav,burping,baby,infantcry_dbl,b0127f39327829248edb6b8d556d20abe02be8b1205c489b2b37d36f992a3b9b,eligible,,rec_8828d87eeeff6a186788,infant_sha256:b0127f39327829248edb6b8d556d20abe02be8b1205c489b2b37d36f992a3b9b,exact_content_sha256
rec_f9b383a75f18b89a9d52,burping/1144_M_eh.wav,burping,baby,infantcry_dbl,332f0965571ae39b2b3118723115c1ef6a01a62c5ec3206532161dc575c54a1d,eligible,,rec_f9b383a75f18b89a9d52,infant_sha256:332f0965571ae39b2b3118723115c1ef6a01a62c5ec3206532161dc575c54a1d,exact_content_sha256
rec_3fde326b1daca9297837,burping/1374_M_eh.wav,burping,baby,infantcry_dbl,149c8a348f8fbc147a343c78a413381d50a9feb36fec0346f77fef807b915bf5,eligible,,rec_3fde326b1daca9297837,infant_sha256:149c8a348f8fbc147a343c78a413381d50a9feb36fec0346f77fef807b915bf5,exact_content_sha256
rec_9f3aebf3b52ace80db0e,burping/1504_M_eh.wav,burping,baby,infantcry_dbl,3acbe5d7ed3ccede6317fb58e0ef92c0359aa25fa50da989af706a4c258b2eb5,eligible,,rec_9f3aebf3b52ace80db0e,infant_sha256:3acbe5d7ed3ccede6317fb58e0ef92c0359aa25fa50da989af706a4c258b2eb5,exact_content_sha256
rec_4f0fc5a3f8b0a8a1e6c9,burping/1601_M_eh.wav,burping,baby,infantcry_dbl,d088107ff30044a68a57df03e15e0501fd46bb3875b91916d04d9b3e01d2f6a6,eligible,,rec_4f0fc5a3f8b0a8a1e6c9,infant_sha256:d088107ff30044a68a57df03e15e0501fd46bb3875b91916d04d9b3e01d2f6a6,exact_content_sha256
rec_a76043a4f48bd365bf8b,burping/1682_M_eh.wav,burping,baby,infantcry_dbl,1f579feb379bc0ed001fa87f09a8e65b31a47a9fecc55272ceab8922e46d2f38,eligible,,rec_a76043a4f48bd365bf8b,infant_sha256:1f579feb379bc0ed001fa87f09a8e65b31a47a9fecc55272ceab8922e46d2f38,exact_content_sha256
rec_fe50c07929b0505cce33,burping/1818_M_eh.wav,burping,baby,infantcry_dbl,bed5a2040765ccb7871ff374940e8ac2dabb3e55e3390a8cfbc3d63def59d8ef,eligible,,rec_fe50c07929b0505cce33,infant_sha256:bed5a2040765ccb7871ff374940e8ac2dabb3e55e3390a8cfbc3d63def59d8ef,exact_content_sha256
rec_a6fb29486dbf20780222,burping/1989_F_eh.wav,burping,baby,infantcry_dbl,1e6244059fe76313d78d82a806548969c7424c86b442a7678d787ad4fdc6a00d,eligible,,rec_a6fb29486dbf20780222,infant_sha256:1e6244059fe76313d78d82a806548969c7424c86b442a7678d787ad4fdc6a00d,exact_content_sha256
rec_372313772af0cfb86f0c,burping/2108_M_eh.wav,burping,baby,infantcry_dbl,716ff8d8988e0f2904f4e77ab19627a7a9ff56aff1aad83332e5e1b3f49da59b,eligible,,rec_372313772af0cfb86f0c,infant_sha256:716ff8d8988e0f2904f4e77ab19627a7a9ff56aff1aad83332e5e1b3f49da59b,exact_content_sha256
rec_9138d53189033948c71a,burping/233_M_eh.wav,burping,baby,infantcry_dbl,160d4f1475bec2617ce27d0624b76526c51053f927136c5452fbd37b220d86c4,eligible,,rec_9138d53189033948c71a,infant_sha256:160d4f1475bec2617ce27d0624b76526c51053f927136c5452fbd37b220d86c4,exact_content_sha256
rec_b70f72e92a88608d7583,burping/2341_M_eh.wav,burping,baby,infantcry_dbl,6374d92da7833fde41cdcdfe108b72c98ea2fd3ecdc06e38173cbfd49739c407,eligible,,rec_b70f72e92a88608d7583,infant_sha256:6374d92da7833fde41cdcdfe108b72c98ea2fd3ecdc06e38173cbfd49739c407,exact_content_sha256
rec_24ca8ead95ef5529a463,burping/2544_M_eh.wav,burping,baby,infantcry_dbl,28a97a6aaa6e0671e82753c2e946c8f3ed346d7c426102539a8f48167ca6cc08,eligible,,rec_24ca8ead95ef5529a463,infant_sha256:28a97a6aaa6e0671e82753c2e946c8f3ed346d7c426102539a8f48167ca6cc08,exact_content_sha256
rec_074baf67db5c8e244de8,burping/2559_M_eh.wav,burping,baby,infantcry_dbl,656ffc411bd05a2cffd7bad43bf1c0c48e9254a87fb6ab8c1eef4d6d112b942b,eligible,,rec_074baf67db5c8e244de8,infant_sha256:656ffc411bd05a2cffd7bad43bf1c0c48e9254a87fb6ab8c1eef4d6d112b942b,exact_content_sha256
rec_ff8a9d72f8c8a3aecd43,burping/2696_M_eh.wav,burping,baby,infantcry_dbl,ca3e4d3cb6cc873ec11e0c2046c778d0b2823a84e2815b0634d775a55147e3b0,eligible,,rec_ff8a9d72f8c8a3aecd43,infant_sha256:ca3e4d3cb6cc873ec11e0c2046c778d0b2823a84e2815b0634d775a55147e3b0,exact_content_sha256
rec_0dd1d0ea62f68b6330e9,burping/2713_M_eh.wav,burping,baby,infantcry_dbl,751311b5badf367b9f3ddc211bf33ec4173977ab968cab0701c2558020d403e6,eligible,,rec_0dd1d0ea62f68b6330e9,infant_sha256:751311b5badf367b9f3ddc211bf33ec4173977ab968cab0701c2558020d403e6,exact_content_sha256
rec_81b058f46bac66312fbc,burping/2750_M_eh.wav,burping,baby,infantcry_dbl,145e87b6e4a2e5ec80aecc326f221af026e97d1e2a38e1557805844330a5cdd5,eligible,,rec_81b058f46bac66312fbc,infant_sha256:145e87b6e4a2e5ec80aecc326f221af026e97d1e2a38e1557805844330a5cdd5,exact_content_sha256
rec_214a283fc0cb5ce32925,burping/2809_M_eh.wav,burping,baby,infantcry_dbl,5f38f93ac20f52e1091c2b08b29b631e584f2377cca72df626bb70c8a33ea13b,eligible,,rec_214a283fc0cb5ce32925,infant_sha256:5f38f93ac20f52e1091c2b08b29b631e584f2377cca72df626bb70c8a33ea13b,exact_content_sha256
rec_ab53ae20e8853c5953e5,burping/3479_M_eh.wav,burping,baby,infantcry_dbl,f1623aa4674e9e1d2e56318e3d1d0511d351934657ba0d835651e9f4d67f1d66,eligible,,rec_ab53ae20e8853c5953e5,infant_sha256:f1623aa4674e9e1d2e56318e3d1d0511d351934657ba0d835651e9f4d67f1d66,exact_content_sha256
rec_12aeef7b4d8f6a7fd56e,burping/3485_M_eh.wav,burping,baby,infantcry_dbl,5475baacbc2ba0b2c3d57ce437e05e649fde5a1d49d5556012759539a7942c6b,eligible,,rec_12aeef7b4d8f6a7fd56e,infant_sha256:5475baacbc2ba0b2c3d57ce437e05e649fde5a1d49d5556012759539a7942c6b,exact_content_sha256
rec_5263dc321bd7a8004f2f,burping/3505_M_eh.wav,burping,baby,infantcry_dbl,d3b3ceaa7b031cb92d686c1e9529bd565af873acced9f05a9a8185e9b5431867,eligible,,rec_5263dc321bd7a8004f2f,infant_sha256:d3b3ceaa7b031cb92d686c1e9529bd565af873acced9f05a9a8185e9b5431867,exact_content_sha256
rec_aa25b001c5df98b145b6,burping/3855_M_eh.wav,burping,baby,infantcry_dbl,7aa455c1e1108b42371c4955ba9868b38b9a41485dcee68c915afc3d92445f50,eligible,,rec_aa25b001c5df98b145b6,infant_sha256:7aa455c1e1108b42371c4955ba9868b38b9a41485dcee68c915afc3d92445f50,exact_content_sha256
rec_3a65b07ecb53875ba95e,burping/417_M_eh.wav,burping,baby,infantcry_dbl,0db578b1170da57b0dc64a347d8d54d5c8ea8386a2162eeb5fcaadba440f45fb,eligible,,rec_3a65b07ecb53875ba95e,infant_sha256:0db578b1170da57b0dc64a347d8d54d5c8ea8386a2162eeb5fcaadba440f45fb,exact_content_sha256
rec_a05aeb2627b2180fa762,burping/4195_M_eh.wav,burping,baby,infantcry_dbl,cf6d613e96e53fac22dc3b0bf3dfecfed9f5925810e802f009ee1f771fbc1d88,eligible,,rec_a05aeb2627b2180fa762,infant_sha256:cf6d613e96e53fac22dc3b0bf3dfecfed9f5925810e802f009ee1f771fbc1d88,exact_content_sha256
rec_1b4805f54d640de499f7,burping/421_M_eh.wav,burping,baby,infantcry_dbl,f82f519eb8fb46eccf6985a27123b2251d52628c09a2d798028a8e49d6ee39f8,eligible,,rec_1b4805f54d640de499f7,infant_sha256:f82f519eb8fb46eccf6985a27123b2251d52628c09a2d798028a8e49d6ee39f8,exact_content_sha256
rec_03ee0bd178cc4c077366,burping/4224_F_eh.wav,burping,baby,infantcry_dbl,4714244387ad5c363741b82d014518b46ff580a6e92be2c1b985e9b8c85c1574,eligible,,rec_03ee0bd178cc4c077366,infant_sha256:4714244387ad5c363741b82d014518b46ff580a6e92be2c1b985e9b8c85c1574,exact_content_sha256
rec_d4b4bf733359dbe72b49,burping/4328_M_eh.wav,burping,baby,infantcry_dbl,321736ab7f574fbcc12b541e09db7613f4e4f738ff8db0585388f5749b39607c,eligible,,rec_d4b4bf733359dbe72b49,infant_sha256:321736ab7f574fbcc12b541e09db7613f4e4f738ff8db0585388f5749b39607c,exact_content_sha256
rec_c3e4a0e89e6f11447da0,burping/4356_M_eh.wav,burping,baby,infantcry_dbl,49f411c60abe760959d9b4af31e8ea1131ab7d1bdc72de7f85904391062d9f1f,eligible,,rec_c3e4a0e89e6f11447da0,infant_sha256:49f411c60abe760959d9b4af31e8ea1131ab7d1bdc72de7f85904391062d9f1f,exact_content_sha256
rec_81f15bf493e6f2d3be98,burping/4470_M_eh.wav,burping,baby,infantcry_dbl,7be7c0b7e4f8511cf4f2f53cb616d111b7a5a1d62eed1210f40b48d316816189,eligible,,rec_81f15bf493e6f2d3be98,infant_sha256:7be7c0b7e4f8511cf4f2f53cb616d111b7a5a1d62eed1210f40b48d316816189,exact_content_sha256
rec_b26d77f08b62f0f9ffbc,burping/4602_F_eh.wav,burping,baby,infantcry_dbl,26c646a5489926cf26250bd39f20cbc865e7afc5f5abf6ad24366bdf337776d2,eligible,,rec_b26d77f08b62f0f9ffbc,infant_sha256:26c646a5489926cf26250bd39f20cbc865e7afc5f5abf6ad24366bdf337776d2,exact_content_sha256
rec_c75b0ee888587a48f561,burping/4740_M_eh.wav,burping,baby,infantcry_dbl,fa4aed7fc7df85c4fdf8e5961325ed94ad22c06e207f288c80b99049c769687d,eligible,,rec_c75b0ee888587a48f561,infant_sha256:fa4aed7fc7df85c4fdf8e5961325ed94ad22c06e207f288c80b99049c769687d,exact_content_sha256
rec_db8ef430841829be77dc,burping/4776_F_eh.wav,burping,baby,infantcry_dbl,1ed65ff9c6c443453ecef3a5d36d6b0c900767ebf3b55b5848109dddf3871350,eligible,,rec_db8ef430841829be77dc,infant_sha256:1ed65ff9c6c443453ecef3a5d36d6b0c900767ebf3b55b5848109dddf3871350,exact_content_sha256
rec_f792a4188c4ed2cbe98c,burping/4828_M_eh.wav,burping,baby,infantcry_dbl,44e4ce7297c6c9c8e1866e8138c55d1d4c75befc480132dd1f360a76b03c48e0,eligible,,rec_f792a4188c4ed2cbe98c,infant_sha256:44e4ce7297c6c9c8e1866e8138c55d1d4c75befc480132dd1f360a76b03c48e0,exact_content_sha256
rec_c4d9147871e5ca6cf784,burping/4869_M_eh.wav,burping,baby,infantcry_dbl,48df5f5fdceb27e9659bb0cf08e5dbe562a887191ab8f92e1b8247aad5896725,eligible,,rec_c4d9147871e5ca6cf784,infant_sha256:48df5f5fdceb27e9659bb0cf08e5dbe562a887191ab8f92e1b8247aad5896725,exact_content_sha256
rec_81f10f98bce90f60b3a9,burping/4954_M_eh.wav,burping,baby,infantcry_dbl,5a224afd3dd2f2b4a9b96af593091128c903d9bdf1248b7fe0f30472035a6b4b,eligible,,rec_81f10f98bce90f60b3a9,infant_sha256:5a224afd3dd2f2b4a9b96af593091128c903d9bdf1248b7fe0f30472035a6b4b,exact_content_sha256
rec_297b4aa674d6951055a2,burping/533_M_eh.wav,burping,baby,infantcry_dbl,804b1e0a52f645cbd9236b6d55e758101a8783d1672523db4df06a762679928c,eligible,,rec_297b4aa674d6951055a2,infant_sha256:804b1e0a52f645cbd9236b6d55e758101a8783d1672523db4df06a762679928c,exact_content_sha256
rec_cbf90dd8a4c1fbaacc32,burping/71_M_eh.wav,burping,baby,infantcry_dbl,54782d7d2887bddbe84ede69b91f756601f66301dcd179bff04102563d921988,eligible,,rec_cbf90dd8a4c1fbaacc32,infant_sha256:54782d7d2887bddbe84ede69b91f756601f66301dcd179bff04102563d921988,exact_content_sha256
rec_c5b0b1e53837a2f28c51,burping/72_M_eh.wav,burping,baby,infantcry_dbl,4d8bcc99e9f3f8b20497186a8e35a29a7face4c93af72bc0a8f41e521c850c30,eligible,,rec_c5b0b1e53837a2f28c51,infant_sha256:4d8bcc99e9f3f8b20497186a8e35a29a7face4c93af72bc0a8f41e521c850c30,exact_content_sha256
rec_829f3a793dc154a7472e,burping/796_M_eh.wav,burping,baby,infantcry_dbl,08a3cdfa74de6ff9ae81f0c9edd0279f4eaaf2a8e89581630550d1c24455aa59,eligible,,rec_829f3a793dc154a7472e,infant_sha256:08a3cdfa74de6ff9ae81f0c9edd0279f4eaaf2a8e89581630550d1c24455aa59,exact_content_sha256
rec_bdd92d3b033360374235,burping/865_M_eh.wav,burping,baby,infantcry_dbl,e0c17dbcc6b4f07ea247d08d55a72926d8f4e08ca976af6b77692c96886bc20d,eligible,,rec_bdd92d3b033360374235,infant_sha256:e0c17dbcc6b4f07ea247d08d55a72926d8f4e08ca976af6b77692c96886bc20d,exact_content_sha256
rec_90cfc2e0d5e92c2f1795,burping/dunstan-eh_10.wav,burping,baby,infantcry_dbl,8495b0677bc7edf26227cef82a161950797cdb3650e68d4c8f7dc8d451f02d0c,eligible,,rec_90cfc2e0d5e92c2f1795,infant_sha256:8495b0677bc7edf26227cef82a161950797cdb3650e68d4c8f7dc8d451f02d0c,exact_content_sha256
rec_5938977050e95555afce,burping/dunstan-eh_11.wav,burping,baby,infantcry_dbl,175d5eac2339c776596daabe94a3f89e7477c3c34a7a8d38e93342f9fee48846,eligible,,rec_5938977050e95555afce,infant_sha256:175d5eac2339c776596daabe94a3f89e7477c3c34a7a8d38e93342f9fee48846,exact_content_sha256
rec_46b0d2204c92fba12a75,burping/dunstan-eh_13.wav,burping,baby,infantcry_dbl,8738567d4e333741740bc18697ff52d03c2df615698843e7014f71f24dfa15bc,eligible,,rec_46b0d2204c92fba12a75,infant_sha256:8738567d4e333741740bc18697ff52d03c2df615698843e7014f71f24dfa15bc,exact_content_sha256
rec_697b953bbabd7ab8148a,burping/dunstan-eh_14.wav,burping,baby,infantcry_dbl,264458f8cc9c8cab80da3d14e483b8ac12b692741e45c9f83058b60ad40754bb,eligible,,rec_697b953bbabd7ab8148a,infant_sha256:264458f8cc9c8cab80da3d14e483b8ac12b692741e45c9f83058b60ad40754bb,exact_content_sha256
