sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_39faf406e6c07edde9c3,rec_5f1156e4903ab6fe46cc,D:\INFANT CRY\data_set_dbl_split\train\hungry\2144_M_neh.wav,hungry/2144_M_neh.wav,baby,train,2,time_stretch,"{""rate"":0.820718}",10,5511210183387321667,virtual:aug_39faf406e6c07edde9c3
aug_2b8b13ed3a85e7676d4f,rec_dc065ea30d88d9440e77,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_27.wav,hungry/dunstan-neh_27.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.005539926}",11,4765719923854815575,virtual:aug_2b8b13ed3a85e7676d4f
aug_dbff8bb6c021e0060617,rec_9cf4fb751fdcfd3e5fa1,D:\INFANT CRY\data_set_dbl_split\train\hungry\3146_F_neh.wav,hungry/3146_F_neh.wav,baby,train,2,pitch_shift,"{""steps"":0.801709}",12,10832325760097248899,virtual:aug_dbff8bb6c021e0060617
aug_8ab0e2312855595c40bb,rec_8c0705fd9b6663835196,D:\INFANT CRY\data_set_dbl_split\train\burping\1501_M_eh.wav,burping/1501_M_eh.wav,baby,train,2,pitch_shift,"{""steps"":-1.017243}",13,3137716528575233979,virtual:aug_8ab0e2312855595c40bb
aug_1446898b2abdbfe08d4d,rec_d9f72db0ab671c11e601,D:\INFANT CRY\data_set_dbl_split\train\hungry\3800_M_neh.wav,hungry/3800_M_neh.wav,baby,train,2,time_stretch,"{""rate"":1.089292}",14,11934232517475823790,virtual:aug_1446898b2abdbfe08d4d
aug_d4ff80aa9a1f25ce9d2b,rec_8c5fd3a4d20e6ed75f42,D:\INFANT CRY\data_set_dbl_split\train\burping\2870_F_eh.wav,burping/2870_F_eh.wav,baby,train,2,time_stretch,"{""rate"":0.919238}",15,16171588765091559661,virtual:aug_d4ff80aa9a1f25ce9d2b
aug_1913a2ed23ec8a44c8b1,rec_1dc86a88f619dc329d0a,D:\INFANT CRY\data_set_dbl_split\train\tired\4542_M_owh.wav,tired/4542_M_owh.wav,baby,train,2,time_shift,"{""fraction"":-0.0575504}",16,11038633261291076708,virtual:aug_1913a2ed23ec8a44c8b1
aug_eac53da876d99450baf9,rec_74009090eeaa4cb18f98,D:\INFANT CRY\data_set_dbl_split\train\tired\1120_M_owh.wav,tired/1120_M_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002694341}",17,723715793854609920,virtual:aug_eac53da876d99450baf9
aug_8e64446b2bc2ad9985f7,rec_93a6be1a88f70e583f68,D:\INFANT CRY\data_set_dbl_split\train\hungry\3384_F_neh.wav,hungry/3384_F_neh.wav,baby,train,2,pitch_shift,"{""steps"":1.923861}",18,3455038041260422497,virtual:aug_8e64446b2bc2ad9985f7
aug_b812a24b53b7c45190c3,rec_a5ec4310f567f29fe0e6,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3482_M_eairh.wav,belly_pain/3482_M_eairh.wav,baby,train,2,pitch_shift,"{""steps"":-2.036415}",19,17659341312519993930,virtual:aug_b812a24b53b7c45190c3
aug_b1be32a5f6065491bfe7,rec_8405ff9deb2601ec3688,D:\INFANT CRY\data_set_dbl_split\train\burping\3263_F_eh.wav,burping/3263_F_eh.wav,baby,train,2,time_stretch,"{""rate"":1.19043}",20,8291738516065651604,virtual:aug_b1be32a5f6065491bfe7
aug_efb935d87ac8da6d3611,rec_52dddcd2a42250d2ad7f,D:\INFANT CRY\data_set_dbl_split\train\burping\737_M_eh.wav,burping/737_M_eh.wav,baby,train,2,time_stretch,"{""rate"":0.788236}",21,8478001563351595538,virtual:aug_efb935d87ac8da6d3611
aug_471bade36de72e9f4919,rec_56bcb737efb664774311,D:\INFANT CRY\data_set_dbl_split\train\tired\4589_M_owh.wav,tired/4589_M_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.005737029}",22,3473612854658185828,virtual:aug_471bade36de72e9f4919
aug_aed5bf9f27ab324b6a62,rec_6ec687220bbd68b07f36,D:\INFANT CRY\data_set_dbl_split\train\tired\1903_M_owh.wav,tired/1903_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":0.990267}",23,988798794022109791,virtual:aug_aed5bf9f27ab324b6a62
aug_6cc97887d56210fc2663,rec_7923b3cade105f0c3c70,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2651_F_eairh.wav,belly_pain/2651_F_eairh.wav,baby,train,2,pitch_shift,"{""steps"":-1.177564}",24,1228771550094477375,virtual:aug_6cc97887d56210fc2663
aug_c0ce77fde5a06288a5a8,rec_6a612fdb6f32216b009d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_60.wav,belly_pain/dunstan-eairh_60.wav,baby,train,2,time_stretch,"{""rate"":1.096244}",25,14373353253857011103,virtual:aug_c0ce77fde5a06288a5a8
aug_aac318c3f169813fef50,rec_a9a6a0ec78c393f1423a,D:\INFANT CRY\data_set_dbl_split\train\burping\3987_M_eh.wav,burping/3987_M_eh.wav,baby,train,2,time_stretch,"{""rate"":0.909538}",26,12296579164834335426,virtual:aug_aac318c3f169813fef50
aug_4bc5ededaa3814e4ea2c,rec_abb08076329044d38a78,D:\INFANT CRY\data_set_dbl_split\train\burping\1899_M_eh.wav,burping/1899_M_eh.wav,baby,train,2,time_shift,"{""fraction"":-0.0464856}",27,13272917271193790300,virtual:aug_4bc5ededaa3814e4ea2c
aug_4c21dfe6968d883b4b20,rec_f3b17560413168dbbc98,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1197_M_eairh.wav,belly_pain/1197_M_eairh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002410177}",28,1601908597461849542,virtual:aug_4c21dfe6968d883b4b20
aug_56d564f4a57c02d6d955,rec_572209fcf4431574a106,D:\INFANT CRY\data_set_dbl_split\train\hungry\1221_M_neh.wav,hungry/1221_M_neh.wav,baby,train,2,pitch_shift,"{""steps"":2.17113}",29,12877128411866202815,virtual:aug_56d564f4a57c02d6d955
aug_d0c202b8517f6a956399,rec_3c400a3cd8526f5968e2,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1321_F_eairh.wav,belly_pain/1321_F_eairh.wav,baby,train,2,pitch_shift,"{""steps"":-2.151931}",30,17291614245906628247,virtual:aug_d0c202b8517f6a956399
aug_46ae9c69c1918af2cd50,rec_eee5eed2ae78b50ca38d,D:\INFANT CRY\data_set_dbl_split\train\burping\1060_M_eh.wav,burping/1060_M_eh.wav,baby,train,2,time_stretch,"{""rate"":1.202793}",31,744712584044480829,virtual:aug_46ae9c69c1918af2cd50
aug_85694f5a1c7f340ef95a,rec_92e9caefb5dd99aaa437,D:\INFANT CRY\data_set_dbl_split\train\tired\4709_M_owh.wav,tired/4709_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.791305}",32,14913455836376438246,virtual:aug_85694f5a1c7f340ef95a
aug_3462f2eac20cd3c130ae,rec_9a989ed48e3e18f22982,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_70.wav,hungry/dunstan-neh_70.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.004285225}",33,2529070481377650548,virtual:aug_3462f2eac20cd3c130ae
aug_c0b24f492bcac3431cb3,rec_a5d71c133a9c179c59f4,D:\INFANT CRY\data_set_dbl_split\train\tired\3395_F_owh.wav,tired/3395_F_owh.wav,baby,train,2,pitch_shift,"{""steps"":1.118056}",34,13815830190442371744,virtual:aug_c0b24f492bcac3431cb3
aug_81f919a63f7eeccd4b7c,rec_cdd398141f846ccd0027,D:\INFANT CRY\data_set_dbl_split\train\tired\124_M_owh.wav,tired/124_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-0.866883}",35,974786654786839811,virtual:aug_81f919a63f7eeccd4b7c
aug_c6d91d7f87e61dbe3c45,rec_bc38ab67adac26f034e8,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_13.wav,belly_pain/dunstan-eairh_13.wav,baby,train,2,time_stretch,"{""rate"":1.078162}",36,15676719428596282069,virtual:aug_c6d91d7f87e61dbe3c45
aug_d1a7a71ac5ad033b609f,rec_76d86ebe51c4717b2eef,D:\INFANT CRY\data_set_dbl_split\train\burping\3332_M_eh.wav,burping/3332_M_eh.wav,baby,train,2,time_stretch,"{""rate"":0.877589}",37,9395254574485429101,virtual:aug_d1a7a71ac5ad033b609f
aug_a0035036f4a0204a63c9,rec_0ddf3d9b53d6a320397d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3326_F_eairh.wav,belly_pain/3326_F_eairh.wav,baby,train,2,time_shift,"{""fraction"":-0.0787573}",38,6303240302747602891,virtual:aug_a0035036f4a0204a63c9
aug_11b58b2631114cd23ab8,rec_4fb517e52369af00b8e9,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2754_M_eairh.wav,belly_pain/2754_M_eairh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002783904}",39,5494083057997804684,virtual:aug_11b58b2631114cd23ab8
aug_b3395c50e87a339c380c,rec_c34b88121001eab934e2,D:\INFANT CRY\data_set_dbl_split\train\burping\2915_M_eh.wav,burping/2915_M_eh.wav,baby,train,2,pitch_shift,"{""steps"":1.809415}",40,2474508442169238814,virtual:aug_b3395c50e87a339c380c
aug_079b7a121d54c45a4595,rec_3ceb873c0c1383aaf2d1,D:\INFANT CRY\data_set_dbl_split\train\discomfort\1860_M_heh.wav,discomfort/1860_M_heh.wav,baby,train,2,pitch_shift,"{""steps"":-2.148483}",41,4987797145595164806,virtual:aug_079b7a121d54c45a4595
aug_ca24ae6f14b5c2c255ed,rec_9d65a63ce58da021c946,D:\INFANT CRY\data_set_dbl_split\train\burping\45_M_eh.wav,burping/45_M_eh.wav,baby,train,2,time_stretch,"{""rate"":1.181492}",42,13970882012545291974,virtual:aug_ca24ae6f14b5c2c255ed
aug_fd84bc1f7b5db4b40a91,rec_01751ebd954ebf0cc37a,D:\INFANT CRY\data_set_dbl_split\train\burping\2911_M_eh.wav,burping/2911_M_eh.wav,baby,train,2,time_stretch,"{""rate"":0.7765}",43,11460245835611606630,virtual:aug_fd84bc1f7b5db4b40a91
aug_905e6e3bc05429c1d40c,rec_ade3c68b785f0daa2d1c,D:\INFANT CRY\data_set_dbl_split\train\tired\4488_F_owh.wav,tired/4488_F_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.00530551}",44,11355340156579558358,virtual:aug_905e6e3bc05429c1d40c
aug_7006a634089ae854dcee,rec_e7a69b40f07f5ababf95,D:\INFANT CRY\data_set_dbl_split\train\tired\3878_M_owh.wav,tired/3878_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":1.041633}",45,237668600611364562,virtual:aug_7006a634089ae854dcee
aug_1e28e4944de137b75d92,rec_970de6b0b559a331bcc5,D:\INFANT CRY\data_set_dbl_split\train\discomfort\4977_M_heh.wav,discomfort/4977_M_heh.wav,baby,train,2,pitch_shift,"{""steps"":-1.140428}",46,10427166556137588552,virtual:aug_1e28e4944de137b75d92
aug_ff9ffe0f61d7c9e9b071,rec_059855a7dd9bebe2345c,D:\INFANT CRY\data_set_dbl_split\train\burping\dunstan-eh_42.wav,burping/dunstan-eh_42.wav,baby,train,2,time_stretch,"{""rate"":1.124013}",47,13312766683223424841,virtual:aug_ff9ffe0f61d7c9e9b071
aug_76c74a847a39999cd5a3,rec_3827c222ef0b705ce525,D:\INFANT CRY\data_set_dbl_split\train\tired\3095_M_owh.wav,tired/3095_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.915594}",48,12163906144290220549,virtual:aug_76c74a847a39999cd5a3
aug_dbb736a8d3c539a7fac3,rec_8d9f61ce303defbfc361,D:\INFANT CRY\data_set_dbl_split\train\discomfort\3409_M_heh.wav,discomfort/3409_M_heh.wav,baby,train,2,time_shift,"{""fraction"":-0.0177356}",49,18054614800704397657,virtual:aug_dbb736a8d3c539a7fac3
aug_99f1d72acb44283df2c2,rec_c7a85c1f7fa8fac8faef,D:\INFANT CRY\data_set_dbl_split\train\tired\2666_M_owh.wav,tired/2666_M_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002270983}",50,8595245076680950779,virtual:aug_99f1d72acb44283df2c2
aug_51b42d7028ccaaf2e05a,rec_60d4a3b0d92ddce6aa04,D:\INFANT CRY\data_set_dbl_split\train\discomfort\2345_M_heh.wav,discomfort/2345_M_heh.wav,baby,train,2,pitch_shift,"{""steps"":1.974041}",51,8696373707513961319,virtual:aug_51b42d7028ccaaf2e05a
aug_d5c67afd87afc8fec524,rec_ff477dacfaa3059546f6,D:\INFANT CRY\data_set_dbl_split\train\burping\4846_M_eh.wav,burping/4846_M_eh.wav,baby,train,2,pitch_shift,"{""steps"":-2.070989}",52,153359460341980898,virtual:aug_d5c67afd87afc8fec524
aug_cc9ca07b2997ccf766eb,rec_b97b97506a926108c4fb,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4511_F_eairh.wav,belly_pain/4511_F_eairh.wav,baby,train,2,time_stretch,"{""rate"":1.18505}",53,3624199095590436729,virtual:aug_cc9ca07b2997ccf766eb
aug_a20c87b523d99d0058cd,rec_2d173a763ed8abad8191,D:\INFANT CRY\data_set_dbl_split\train\tired\2098_M_owh.wav,tired/2098_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.776662}",54,13457751306474800821,virtual:aug_a20c87b523d99d0058cd
aug_ad6dafe5e6d8b9bcdbcd,rec_122140d62463d7d58e24,D:\INFANT CRY\data_set_dbl_split\train\discomfort\3369_F_heh.wav,discomfort/3369_F_heh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.004331446}",55,3705261556057190702,virtual:aug_ad6dafe5e6d8b9bcdbcd
aug_0eb3ebdbe5fa870ee71a,rec_c28fa0cb46f2cf6051d8,D:\INFANT CRY\data_set_dbl_split\train\discomfort\dunstan-heh_18.wav,discomfort/dunstan-heh_18.wav,baby,train,2,pitch_shift,"{""steps"":1.087451}",56,1398871495166207333,virtual:aug_0eb3ebdbe5fa870ee71a
aug_232aaeb0fbfbe2d62ba4,rec_e3e0a3a5bb5cbb3cd5a1,D:\INFANT CRY\data_set_dbl_split\train\tired\3068_M_owh.wav,tired/3068_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-0.922082}",57,3379799626749720115,virtual:aug_232aaeb0fbfbe2d62ba4
aug_ddd988dfb95b3371fdc1,rec_38a7153fe5890f34dbc3,D:\INFANT CRY\data_set_dbl_split\train\tired\2473_F_owh.wav,tired/2473_F_owh.wav,baby,train,2,time_stretch,"{""rate"":1.123412}",58,14973804580359788991,virtual:aug_ddd988dfb95b3371fdc1
aug_89989819108cd2410885,rec_a81034a5fda8f72d3ad1,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\287_F_eairh.wav,belly_pain/287_F_eairh.wav,baby,train,2,time_stretch,"{""rate"":0.911091}",59,4806495584369858101,virtual:aug_89989819108cd2410885
aug_1947335ea6a202e884b3,rec_843d0ff9482328148496,D:\INFANT CRY\data_set_dbl_split\train\hungry\4928_M_neh.wav,hungry/4928_M_neh.wav,baby,train,2,time_shift,"{""fraction"":0.0845684}",60,12010187780183410996,virtual:aug_1947335ea6a202e884b3
aug_6583b52d9fa818b0d3ed,rec_95c169f810ee8691f646,D:\INFANT CRY\data_set_dbl_split\train\tired\4478_M_owh.wav,tired/4478_M_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002166148}",61,10259140541360380681,virtual:aug_6583b52d9fa818b0d3ed
aug_53d48fc29f2414ac7bee,rec_2ad0e9a29a95e4bb2599,D:\INFANT CRY\data_set_dbl_split\train\tired\154_M_owh.wav,tired/154_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":2.078765}",62,13211835322950900824,virtual:aug_53d48fc29f2414ac7bee
aug_eaf8b5f8bb37807e2baf,rec_19d85e73864b90783a58,D:\INFANT CRY\data_set_dbl_split\train\tired\3100_M_owh.wav,tired/3100_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-2.073299}",63,1977176387861683926,virtual:aug_eaf8b5f8bb37807e2baf
aug_4feea5072379548abd6b,rec_c54b65ed121bcd33064a,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_33.wav,hungry/dunstan-neh_33.wav,baby,train,2,time_stretch,"{""rate"":1.1976}",64,4728304284888255704,virtual:aug_4feea5072379548abd6b
aug_2750e45f55146ffc1cb0,rec_4f5f3b672a3334ab6010,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4846_F_eairh.wav,belly_pain/4846_F_eairh.wav,baby,train,2,time_stretch,"{""rate"":0.787254}",65,2049214530626632014,virtual:aug_2750e45f55146ffc1cb0
aug_6f16b937ed8bc099a37a,rec_96284b159ff84d9dce47,D:\INFANT CRY\data_set_dbl_split\train\tired\3042_F_owh.wav,tired/3042_F_owh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.004850016}",66,8586217851953744097,virtual:aug_6f16b937ed8bc099a37a
aug_5de87b50d7441f8e17ea,rec_7beed2f33fe7b4e9f141,D:\INFANT CRY\data_set_dbl_split\train\tired\1989_M_owh.wav,tired/1989_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":1.185545}",67,7166230159811308507,virtual:aug_5de87b50d7441f8e17ea
aug_87a96894d216ef7a1843,rec_62b412afc0f37e27404c,D:\INFANT CRY\data_set_dbl_split\train\tired\620_M_owh.wav,tired/620_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-1.127801}",68,13101284736507550570,virtual:aug_87a96894d216ef7a1843
aug_7610af63f68fc2f8a30f,rec_6f6b4910a46d0f5c9466,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_29.wav,belly_pain/dunstan-eairh_29.wav,baby,train,2,time_stretch,"{""rate"":1.103475}",69,3367622847377299768,virtual:aug_7610af63f68fc2f8a30f
aug_7e1edb2d10e7310639b8,rec_de0728723438792b46cb,D:\INFANT CRY\data_set_dbl_split\train\tired\4785_M_owh.wav,tired/4785_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.901787}",70,7932722906228336973,virtual:aug_7e1edb2d10e7310639b8
aug_4f6f79c8049c6b931bb2,rec_c7ab84dc1e25a511f089,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3054_M_eairh.wav,belly_pain/3054_M_eairh.wav,baby,train,2,time_shift,"{""fraction"":-0.046335}",71,8523936126606978577,virtual:aug_4f6f79c8049c6b931bb2
aug_31b50b91d294e78f03ab,rec_212b93ff5570b7840e1a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\419_M_eairh.wav,belly_pain/419_M_eairh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002804827}",72,8093870770089288226,virtual:aug_31b50b91d294e78f03ab
aug_c166d1dadd483debab91,rec_72f731ddb6a072d3ab85,D:\INFANT CRY\data_set_dbl_split\train\hungry\964_M_neh.wav,hungry/964_M_neh.wav,baby,train,2,pitch_shift,"{""steps"":2.198864}",73,12441666928339840877,virtual:aug_c166d1dadd483debab91
aug_01023e2c1bdd0ac19a33,rec_c60e0a539b432d54ee6a,D:\INFANT CRY\data_set_dbl_split\train\tired\203_M_owh.wav,tired/203_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-2.161223}",74,15843360136636959781,virtual:aug_01023e2c1bdd0ac19a33
aug_c5ca183c2f4f88b795d5,rec_50b2ed438c8020b31cf4,D:\INFANT CRY\data_set_dbl_split\train\tired\1457_F_owh.wav,tired/1457_F_owh.wav,baby,train,2,time_stretch,"{""rate"":1.18734}",75,4927429766974989260,virtual:aug_c5ca183c2f4f88b795d5
aug_a9123ce7a8e75e21ede6,rec_d0301a50570032ee57e5,D:\INFANT CRY\data_set_dbl_split\train\tired\1629_F_owh.wav,tired/1629_F_owh.wav,baby,train,2,time_stretch,"{""rate"":0.808825}",76,2947840912119471942,virtual:aug_a9123ce7a8e75e21ede6
aug_276c3438b793f70ef217,rec_aafac0f86f7d823eb681,D:\INFANT CRY\data_set_dbl_split\train\discomfort\2856_M_heh.wav,discomfort/2856_M_heh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.004835207}",77,14796393337424331989,virtual:aug_276c3438b793f70ef217
aug_9f29cac8d9c7144f4b22,rec_55c25b068de75a47c841,D:\INFANT CRY\data_set_dbl_split\train\tired\2146_M_owh.wav,tired/2146_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":0.935557}",78,4405067335458455041,virtual:aug_9f29cac8d9c7144f4b22
aug_ec1b5aa2ea148c663878,rec_b0b1f24026382956a814,D:\INFANT CRY\data_set_dbl_split\train\tired\4638_M_owh.wav,tired/4638_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":-1.108874}",79,4286180228562846062,virtual:aug_ec1b5aa2ea148c663878
aug_8200d642602c9e52fe76,rec_3a68fa909839439de2d2,D:\INFANT CRY\data_set_dbl_split\train\tired\480_F_owh.wav,tired/480_F_owh.wav,baby,train,2,time_stretch,"{""rate"":1.092413}",80,10140450912624897601,virtual:aug_8200d642602c9e52fe76
aug_1246b50e99cf4217aa24,rec_1747fa8c0259cb9f58a4,D:\INFANT CRY\data_set_dbl_split\train\tired\1569_M_owh.wav,tired/1569_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.921072}",81,15502207191069314197,virtual:aug_1246b50e99cf4217aa24
aug_89fc581446da31989450,rec_7bfbf6df11a5121ca4c9,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\934_M_eairh.wav,belly_pain/934_M_eairh.wav,baby,train,2,time_shift,"{""fraction"":-0.0129799}",82,7856662026464745740,virtual:aug_89fc581446da31989450
aug_4c2d28f169df64d741fc,rec_7d9becd3a9a4b0da6a50,D:\INFANT CRY\data_set_dbl_split\train\burping\2117_M_eh.wav,burping/2117_M_eh.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.002495007}",83,13070658806798110615,virtual:aug_4c2d28f169df64d741fc
aug_aab053c000c77b96603c,rec_2b58e61cd1f7b6392733,D:\INFANT CRY\data_set_dbl_split\train\tired\565_M_owh.wav,tired/565_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":2.095016}",84,10498739802092525456,virtual:aug_aab053c000c77b96603c
aug_cd6bb313272345993abf,rec_d478f03cf1d2daecb690,D:\INFANT CRY\data_set_dbl_split\train\hungry\2011_M_neh.wav,hungry/2011_M_neh.wav,baby,train,2,pitch_shift,"{""steps"":-2.037346}",85,812642637001895313,virtual:aug_cd6bb313272345993abf
aug_7ec3b04ebc83289f6fdf,rec_82edc1a471951b278042,D:\INFANT CRY\data_set_dbl_split\train\tired\880_M_owh.wav,tired/880_M_owh.wav,baby,train,2,time_stretch,"{""rate"":1.190998}",86,15295338740433549155,virtual:aug_7ec3b04ebc83289f6fdf
aug_594317949983069573f0,rec_f83d59129647d275969b,D:\INFANT CRY\data_set_dbl_split\train\tired\3182_M_owh.wav,tired/3182_M_owh.wav,baby,train,2,time_stretch,"{""rate"":0.803209}",87,9443695345548674511,virtual:aug_594317949983069573f0
aug_cc2c6c4556475b5857d7,rec_ba52e0a6338d8ae240d8,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_19.wav,belly_pain/dunstan-eairh_19.wav,baby,train,2,gaussian_noise,"{""noise_factor"":0.005176596}",88,16914093309212866942,virtual:aug_cc2c6c4556475b5857d7
aug_232040078d548a290db5,rec_985a6fa6818a2b4febc2,D:\INFANT CRY\data_set_dbl_split\train\tired\3592_M_owh.wav,tired/3592_M_owh.wav,baby,train,2,pitch_shift,"{""steps"":0.923392}",89,9507673633674775519,virtual:aug_232040078d548a290db5
aug_5e85bef4518de48e603a,rec_2e1c8666b4883b69abb9,D:\INFANT CRY\data_set_dbl_split\train\tired\1599_F_owh.wav,tired/1599_F_owh.wav,baby,train,2,pitch_shift,"{""steps"":-0.988139}",90,6794318249394135763,virtual:aug_5e85bef4518de48e603a
aug_1117d3f32bdc2ea84c12,rec_07bbcb1c1339e971458e,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_2.wav,hungry/dunstan-neh_2.wav,baby,train,2,time_stretch,"{""rate"":1.124547}",91,4407592300302523132,virtual:aug_1117d3f32bdc2ea84c12
aug_3db2499238d5de9b4b92,rec_ad007df31506959b9ddb,D:\INFANT CRY\data_set_dbl_split\train\hungry\2482_F_neh.wav,hungry/2482_F_neh.wav,baby,train,2,time_stretch,"{""rate"":0.916571}",92,11362955084248807993,virtual:aug_3db2499238d5de9b4b92
aug_4f017c1c191af45a062c,rec_9445293072e9382ce647,D:\INFANT CRY\data_set_dbl_split\train\burping\1460_M_eh.wav,burping/1460_M_eh.wav,baby,train,2,time_shift,"{""fraction"":0.049786}",93,11050548968138343590,virtual:aug_4f017c1c191af45a062c
