sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_e5c458ac64f79daf27e0,rec_db0170c6e9143b76c98f,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/1215_M_eairh.wav,belly_pain/1215_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.047884}",24,711233054932405595,virtual:aug_e5c458ac64f79daf27e0
aug_08b1afd94d0b68ea0213,rec_7923b3cade105f0c3c70,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2651_F_eairh.wav,belly_pain/2651_F_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.113529}",25,7301719507652983156,virtual:aug_08b1afd94d0b68ea0213
aug_4a28f1dae9682ddde566,rec_728bae3265a2cb099ec1,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_38.wav,belly_pain/dunstan-eairh_38.wav,belly_pain,train,3,time_stretch,"{""rate"":0.89871}",26,18179075194422904726,virtual:aug_4a28f1dae9682ddde566
aug_d5337e1f7503d67cbc3f,rec_71271d173296dd73b1cc,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_49.wav,belly_pain/dunstan-eairh_49.wav,belly_pain,train,3,time_shift,"{""fraction"":0.0261127}",27,11130197767063635402,virtual:aug_d5337e1f7503d67cbc3f
aug_3140f57cd72ffc9ffe62,rec_b97b97506a926108c4fb,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4511_F_eairh.wav,belly_pain/4511_F_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002634305}",28,14405587256307052745,virtual:aug_3140f57cd72ffc9ffe62
aug_0b177121a4d1d5b62bc9,rec_99c997cbc56d30a6f86a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4463_F_eairh.wav,belly_pain/4463_F_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":1.935104}",29,9045473453422223301,virtual:aug_0b177121a4d1d5b62bc9
aug_e65a476be280a0c25ae4,rec_bd2fd049120ea1834eaf,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3306_M_eairh.wav,belly_pain/3306_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-2.177638}",30,2308318424482039825,virtual:aug_e65a476be280a0c25ae4
aug_551be4fe645a9f72f49f,rec_a5ec4310f567f29fe0e6,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3482_M_eairh.wav,belly_pain/3482_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.199956}",31,467810427720808779,virtual:aug_551be4fe645a9f72f49f
aug_7df476e2bc7b5fe030a4,rec_886741e63dcc59e4d15d,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_2.wav,belly_pain/dunstan-eairh_2.wav,belly_pain,train,3,time_stretch,"{""rate"":0.799504}",32,18414290972011706916,virtual:aug_7df476e2bc7b5fe030a4
aug_73e9f0b63e507a13f54e,rec_43b3fbffb18394a3d9df,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_52.wav,belly_pain/dunstan-eairh_52.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.004622459}",33,6558970031119694526,virtual:aug_73e9f0b63e507a13f54e
aug_b9f4cd00fd2a85bdbbd3,rec_b6b66fb3f3de74db9ab8,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3825_M_eairh.wav,belly_pain/3825_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":0.965398}",34,3893588045254335748,virtual:aug_b9f4cd00fd2a85bdbbd3
aug_d09b75c0ac9de378f411,rec_f6e860c75ce7b1ebce05,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4711_M_eairh.wav,belly_pain/4711_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-0.877181}",35,15513197583644575050,virtual:aug_d09b75c0ac9de378f411
aug_3224bc75551e4e12de23,rec_0ddf3d9b53d6a320397d,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3326_F_eairh.wav,belly_pain/3326_F_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.077831}",36,483764961543217162,virtual:aug_3224bc75551e4e12de23
aug_4a4a908c5e3d84e741cb,rec_d0cc3e578be11d2ca330,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_18.wav,belly_pain/dunstan-eairh_18.wav,belly_pain,train,3,time_stretch,"{""rate"":0.882724}",37,3942899388008070561,virtual:aug_4a4a908c5e3d84e741cb
aug_546270a24fd39e35967d,rec_cc6172b8bd33735c82c6,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2819_M_eairh.wav,belly_pain/2819_M_eairh.wav,belly_pain,train,3,time_shift,"{""fraction"":-0.0244488}",38,18444327028269092654,virtual:aug_546270a24fd39e35967d
aug_60daf7f22d0315136186,rec_38916b588bfc277e0233,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_34.wav,belly_pain/dunstan-eairh_34.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002150479}",39,6306486952182702487,virtual:aug_60daf7f22d0315136186
aug_75568ae0482e620cdf4b,rec_204a9c054278b9416f57,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_17.wav,belly_pain/dunstan-eairh_17.wav,belly_pain,train,3,pitch_shift,"{""steps"":1.87572}",40,15384541479324311034,virtual:aug_75568ae0482e620cdf4b
aug_0b4b2eed3d198bf1736e,rec_81baca137ffa49fea0f0,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_5.wav,belly_pain/dunstan-eairh_5.wav,belly_pain,train,3,pitch_shift,"{""steps"":-2.181523}",41,14056721066830896211,virtual:aug_0b4b2eed3d198bf1736e
aug_4f099351273ce7e7e607,rec_bc38ab67adac26f034e8,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_13.wav,belly_pain/dunstan-eairh_13.wav,belly_pain,train,3,time_stretch,"{""rate"":1.184231}",42,6331461600125637265,virtual:aug_4f099351273ce7e7e607
aug_270f1e349e34234536e6,rec_975dd89a0e79348933f6,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_1.wav,belly_pain/dunstan-eairh_1.wav,belly_pain,train,3,time_stretch,"{""rate"":0.822803}",43,13672772213867552772,virtual:aug_270f1e349e34234536e6
aug_cff77cec1caa29cc1c2e,rec_212b93ff5570b7840e1a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/419_M_eairh.wav,belly_pain/419_M_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.004723134}",44,11898640255489338272,virtual:aug_cff77cec1caa29cc1c2e
aug_9f6059efccb8f1314787,rec_dadefbf45bb8caa60b9e,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2269_M_eairh.wav,belly_pain/2269_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":0.87516}",45,688707044233900664,virtual:aug_9f6059efccb8f1314787
aug_cf0081710e3fb695e997,rec_aef5992e5f42844e0dda,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_53.wav,belly_pain/dunstan-eairh_53.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.064743}",46,18113578071944306493,virtual:aug_cf0081710e3fb695e997
aug_0f6ab0da305beb037aff,rec_0dcb14da74eee37cc249,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_24.wav,belly_pain/dunstan-eairh_24.wav,belly_pain,train,3,time_stretch,"{""rate"":1.117047}",47,1155200131158895831,virtual:aug_0f6ab0da305beb037aff
aug_c1ba95250a76a15be8c0,rec_a0848fd98077b24f5820,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/1462_F_eairh.wav,belly_pain/1462_F_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":0.879688}",48,2151281611169488269,virtual:aug_c1ba95250a76a15be8c0
aug_a203f3ad3528969766ed,rec_cd47bf189e0812ab4c2a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/844_M_eairh.wav,belly_pain/844_M_eairh.wav,belly_pain,train,3,time_shift,"{""fraction"":-0.0733684}",49,1344471092381168369,virtual:aug_a203f3ad3528969766ed
aug_9a93b56ac880ce086d48,rec_d9029df6f0570483478b,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/393_M_eairh.wav,belly_pain/393_M_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002669567}",50,12556347030762877572,virtual:aug_9a93b56ac880ce086d48
aug_6faa1509a9e7de5de48a,rec_6ac41708a7f3de4ed900,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_9.wav,belly_pain/dunstan-eairh_9.wav,belly_pain,train,3,pitch_shift,"{""steps"":1.821131}",51,2901670982863094156,virtual:aug_6faa1509a9e7de5de48a
aug_daaa2528dbb6eb213aed,rec_2730b77759b8808a6d27,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3786_M_eairh.wav,belly_pain/3786_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.849372}",52,5419051248554781841,virtual:aug_daaa2528dbb6eb213aed
aug_caee88adbcd58c2e9e4e,rec_25708979c73d741b3abd,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2208_M_eairh.wav,belly_pain/2208_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.223041}",53,2330165841151107119,virtual:aug_caee88adbcd58c2e9e4e
aug_d815dec37b31f4eca7c7,rec_344f2459aa8a88a9964a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/228_M_eairh.wav,belly_pain/228_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":0.782197}",54,16284261450975504547,virtual:aug_d815dec37b31f4eca7c7
aug_001e6f5bbeb019fd5495,rec_86e990c657f137ebbf87,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_20.wav,belly_pain/dunstan-eairh_20.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.005732156}",55,15876649164233086809,virtual:aug_001e6f5bbeb019fd5495
aug_b49ff1b122c36e93f007,rec_fefa338d580873c2cd3e,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/1190_M_eairh.wav,belly_pain/1190_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":0.991456}",56,8931771018662284696,virtual:aug_b49ff1b122c36e93f007
aug_294bb4fedc4bfaabbfbd,rec_6f6b4910a46d0f5c9466,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_29.wav,belly_pain/dunstan-eairh_29.wav,belly_pain,train,3,pitch_shift,"{""steps"":-0.887366}",57,13657264633520886200,virtual:aug_294bb4fedc4bfaabbfbd
aug_205160a0553b6fb4db91,rec_bf373fe9b30b0dd92527,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/407_M_eairh.wav,belly_pain/407_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.109277}",58,10204826413622965032,virtual:aug_205160a0553b6fb4db91
aug_21700b067e588d79e03b,rec_02cdbe8c0204373d3f9c,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_44.wav,belly_pain/dunstan-eairh_44.wav,belly_pain,train,3,time_stretch,"{""rate"":0.884826}",59,6871569619897679846,virtual:aug_21700b067e588d79e03b
aug_232283dd6f8f0a9fd343,rec_81fef69644989c4602c2,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4745_M_eairh.wav,belly_pain/4745_M_eairh.wav,belly_pain,train,3,time_shift,"{""fraction"":0.080828}",60,1142005815857225819,virtual:aug_232283dd6f8f0a9fd343
aug_b4e808ada6598e3b8222,rec_fac87a465c8472b089f6,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2250_F_eairh.wav,belly_pain/2250_F_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002259658}",61,12821432998704368976,virtual:aug_b4e808ada6598e3b8222
aug_8f1bd6d7dd8d1f2b504b,rec_bb69c12272a7b5c6887b,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_6.wav,belly_pain/dunstan-eairh_6.wav,belly_pain,train,3,pitch_shift,"{""steps"":2.130639}",62,17125689124579456660,virtual:aug_8f1bd6d7dd8d1f2b504b
aug_457b7bcdb13dab94863c,rec_4fb517e52369af00b8e9,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2754_M_eairh.wav,belly_pain/2754_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.898272}",63,7277516627111154337,virtual:aug_457b7bcdb13dab94863c
aug_743ffd3c1a19e9d1b115,rec_4f5f3b672a3334ab6010,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4846_F_eairh.wav,belly_pain/4846_F_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.218285}",64,3706927775872535929,virtual:aug_743ffd3c1a19e9d1b115
aug_b937220fc6ff16f53939,rec_e6d5a53ef5c2a42cae1f,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_59.wav,belly_pain/dunstan-eairh_59.wav,belly_pain,train,3,time_stretch,"{""rate"":0.805808}",65,11643016366246685457,virtual:aug_b937220fc6ff16f53939
aug_faaf72472c7d6578fd4d,rec_7bfbf6df11a5121ca4c9,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/934_M_eairh.wav,belly_pain/934_M_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.005555355}",66,9229790368231181544,virtual:aug_faaf72472c7d6578fd4d
aug_03f6b86d33a40a96e398,rec_ba52e0a6338d8ae240d8,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_19.wav,belly_pain/dunstan-eairh_19.wav,belly_pain,train,3,pitch_shift,"{""steps"":0.991357}",67,6957377225390326740,virtual:aug_03f6b86d33a40a96e398
aug_e9e3feeca78a91d9376c,rec_a29eb2fa57b194483f26,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2101_M_eairh.wav,belly_pain/2101_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-0.897799}",68,4309583136672678433,virtual:aug_e9e3feeca78a91d9376c
aug_ec7f0c1e0eaa34f6195b,rec_01476f7d02dc9fb5bfc4,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/1330_M_eairh.wav,belly_pain/1330_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.119924}",69,13722861320184641298,virtual:aug_ec7f0c1e0eaa34f6195b
aug_d745ea990c39043c075b,rec_9ef4cab50c9a56e3bd9a,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/4758_M_eairh.wav,belly_pain/4758_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":0.898625}",70,17071511308894394486,virtual:aug_d745ea990c39043c075b
aug_6071b493ce364ebf6002,rec_b52b02478d157dfacee6,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3541_M_eairh.wav,belly_pain/3541_M_eairh.wav,belly_pain,train,3,time_shift,"{""fraction"":-0.0918319}",71,13357201176276535663,virtual:aug_6071b493ce364ebf6002
aug_b0753d67dde6743a9b9e,rec_bd03bef6ee0cbaf1d721,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3616_F_eairh.wav,belly_pain/3616_F_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002472926}",72,14003924223854312262,virtual:aug_b0753d67dde6743a9b9e
aug_afee85c97660c6c23960,rec_3e28c761181c5229dd97,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_11.wav,belly_pain/dunstan-eairh_11.wav,belly_pain,train,3,pitch_shift,"{""steps"":1.959044}",73,15234485729919238382,virtual:aug_afee85c97660c6c23960
aug_95b51ae149809a03b46d,rec_dc2883d8ee245da07d43,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2243_M_eairh.wav,belly_pain/2243_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.936894}",74,1111919598173223464,virtual:aug_95b51ae149809a03b46d
aug_9dd59e8326d76f4b6710,rec_0213f75c14f4849c2a83,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_41.wav,belly_pain/dunstan-eairh_41.wav,belly_pain,train,3,time_stretch,"{""rate"":1.197389}",75,3367050574545273456,virtual:aug_9dd59e8326d76f4b6710
aug_02c6a99bdde3f2e38100,rec_e41629e8492bfc07276b,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3151_M_eairh.wav,belly_pain/3151_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":0.805967}",76,10684425826316059519,virtual:aug_02c6a99bdde3f2e38100
aug_821c9b756d2d2c3b0f4b,rec_fba775c7ee6d938c4a28,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2566_M_eairh.wav,belly_pain/2566_M_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.004934996}",77,12308025668144447148,virtual:aug_821c9b756d2d2c3b0f4b
aug_4fdd926015dcac56d837,rec_f3b17560413168dbbc98,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/1197_M_eairh.wav,belly_pain/1197_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":0.875862}",78,4349816885604441198,virtual:aug_4fdd926015dcac56d837
aug_69ece905466e78b9e97e,rec_2fbe8d849db8271b15ba,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/2901_M_eairh.wav,belly_pain/2901_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":-1.198704}",79,6068302561500716216,virtual:aug_69ece905466e78b9e97e
aug_a0625820586857b44c3c,rec_5e6be8ab7bbd234bfa10,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/323_M_eairh.wav,belly_pain/323_M_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":1.117471}",80,3718917925325827628,virtual:aug_a0625820586857b44c3c
aug_d01478ee8ae2c37ad736,rec_eb97e029b56da724a0bb,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/838_F_eairh.wav,belly_pain/838_F_eairh.wav,belly_pain,train,3,time_stretch,"{""rate"":0.912424}",81,3422476439162630266,virtual:aug_d01478ee8ae2c37ad736
aug_e9b47a96f123eeb64d7d,rec_dbafcb96ca6a87f36f52,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/dunstan-eairh_39.wav,belly_pain/dunstan-eairh_39.wav,belly_pain,train,3,time_shift,"{""fraction"":-0.0310545}",82,16328720681355225817,virtual:aug_e9b47a96f123eeb64d7d
aug_da260803fd9ade9e2577,rec_6de25635db4018c640cb,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3077_F_eairh.wav,belly_pain/3077_F_eairh.wav,belly_pain,train,3,gaussian_noise,"{""noise_factor"":0.002410075}",83,9605859293003509684,virtual:aug_da260803fd9ade9e2577
aug_f26ab86d1f8cafff3ce8,rec_fae98644f14f54a8f0a4,/mnt/d/INFANT CRY/data_set_dbl_split/train/belly_pain/3889_M_eairh.wav,belly_pain/3889_M_eairh.wav,belly_pain,train,3,pitch_shift,"{""steps"":2.105388}",84,1540127559287548687,virtual:aug_f26ab86d1f8cafff3ce8
